medication_id,Pharma_Class,Generic_name,Drug_Name_Dose,drug_concept_id,frequency,percentage
7144306,"Immune Globulin - gamma globulin (IgG), human",immun glob G gly gluc IgA 0-50,IMMUNE GLOB GAMMA(IGG) 10 GRAM-GLY-GLUC-IGA 0 TO 50 MCG ML IV SOLUTION,40220643,1491,1.43%
3526265,"Immune Globulin - gamma globulin (IgG), human",immun glob G gly gluc IgA 0-50,IMMUNE GLOB GAMMA(IGG) 5 GRAM-GLY-GLUC-IGA 0 TO 50 MCG ML IV SOLUTION,40220639,405,0.39%
6980127,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) gly IgA ov50,IMMUNE GLOB GAMMA (IGG) 10 %-GLY-IGA OVER 50 MCG ML INJECTION SOLUTION,1593649,1969,1.89%
1057978,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) gly IgA ov50,GAMMAGARD LIQUID 10 % INJECTION SOLUTION,40220527,146,0.14%
7255328,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) gly IgA ov50,IMMUN GLOB G 1 GRAM 5 ML(20%)-GLY-IGA OVER 50 MCG ML SUBCUTANEOUS SOLN,1718184,51,0.05%
9570767,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,IMMUNE GLOB GAMM(IGG) 10 %-PRO-IGA 0 TO 50 MCG ML INTRAVENOUS SOLUTION,1593649,74844,71.76%
3851394,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,IMMUNE GLOB G 1 GRAM 5 ML(20 %)-PROL-IGA 0-50 MCG ML SUBCUTANEOUS SOLN,1718184,369,0.35%
9393852,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,PRIVIGEN 10 % INTRAVENOUS SOLUTION,40220527,362,0.35%
6536011,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,IMMUN GLOB G 4 GRAM 20 ML(20 %)-PROL-IGA 0-50 MCG ML SUBCUTANEOUS SOLN,1718189,356,0.34%
7350761,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,HIZENTRA 10 GRAM 50 ML (20 %) SUBCUTANEOUS SOLUTION,40220469,314,0.3%
3404673,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,IMMUN GLOB G 10 GRAM 50 ML(20 %)-PRO-IGA 0-50 MCG ML SUBCUTANEOUS SOLN,1366756,291,0.28%
5342290,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,HIZENTRA 4 GRAM 20 ML (20 %) SUBCUTANEOUS SOLUTION,40220473,222,0.21%
3313342,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,IMMUN GLOB G 1 GRAM 5ML(20 %)-PROL-IGA 0-50 MCG ML SUBCUTANEOUS SYRING,37499786,182,0.17%
3522359,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,PRIVIGEN IV,"",180,0.17%
2163288,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,HIZENTRA 4 GRAM 20 ML (20 %) SUBCUTANEOUS SYRINGE,37499825,169,0.16%
8692749,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,HIZENTRA 1 GRAM 5 ML (20 %) SUBCUTANEOUS SOLUTION,40220481,126,0.12%
5175134,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,HIZENTRA SUBQ,"",115,0.11%
5342735,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,HIZENTRA 2 GRAM 10 ML (20 %) SUBCUTANEOUS SYRINGE,37499788,104,0.1%
3972274,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,IMMUN GLOB G 2 GRAM 10 ML(20 %)-PROL-IGA 0-50 MCG ML SUBCUTANEOUS SOLN,1718186,81,0.08%
7802499,"Immune Globulin - gamma globulin (IgG), human",immun glob G(IgG) pro IgA 0-50,HIZENTRA 2 GRAM 10 ML (20 %) SUBCUTANEOUS SOLUTION,40220475,68,0.07%
2295528,"Immune Globulin - gamma globulin (IgG), human",immun globG(IgG) malt IgA ov50,IMMUNE GLOB GAMM(IGG)10 %-MALT-IGA OVER 50 MCG ML INTRAVENOUS SOLUTION,1593649,248,0.24%
4633799,"Immune Globulin - gamma globulin (IgG), human",immun globG(IgG) malt IgA ov50,IMMUNE GLOB GAMM(IGG) 5 %-MALT-IGA OVER 50 MCG ML INTRAVENOUS SOLUTION,40220618,66,0.06%
8246030,"Immune Globulin - gamma globulin (IgG), human",immun globG(IgG) sucr IgA ov50,IMMUN GLOB GAM(IGG) 6 GRAM-SUC-IGA OVER 50 MCG ML INTRAVENOUS SOLUTION,40220513,282,0.27%
9895892,"Immune Globulin - gamma globulin (IgG), human",immun globG(IgG) sucr IgA ov50,IMMUN GLOB G (IGG) 12 GRAM-SUC-IGA OVER 50 MCG ML INTRAVENOUS SOLUTION,40220509,111,0.11%
4449161,"Immune Globulin - gamma globulin (IgG), human",immun globG(IgG) sucr IgA ov50,IMMUNE GLOBULIN (CARIMUNE) 6 G 100 ML IV SOLUTION,40220513,92,0.09%
2736872,"Immune Globulin - gamma globulin (IgG), human",immune glob gam caprylate(IgG),IMMUNE GLOBULIN(HUM) CAPR(IGG) 10 % INTRAVENOUS SOLUTION,40220606,288,0.28%
9882685,"Immune Globulin - gamma globulin (IgG), human",immune glob gam caprylate(IgG),GAMUNEX IV,"",107,0.1%
9098040,Alternative Therapy - Unclassified,immune glob plasma fra bovine,ENTERAGAM 5 GRAM ORAL POWDER PACKET,19025693,78,0.04%
3951561,Alternative Therapy - Unclassified,immune glob plasma fra bovine,IMMUNE GLOBULIN BOVINE-PLASMA PROTEIN BOVINE 5 GRAM ORAL POWDER PACKET,19025693,77,0.04%
6720004,"Immune Globulin - gamma globulin (IgG), human",immune globul G (IgG) glycine,IMMUNE GLOB GAMMA(IGG) 15 %-18 % RANGE-GLYCINE INTRAMUSCULAR SOLUTION,40220452,54,0.05%
7806000,"Immune Globulin - gamma globulin (IgG), human",immune globul G gly IgA avg 46,IMMUNE GLOB G 20 GRAM 200 ML(10%)-GLY-IGA AVE 46 MCG ML INJECTION SOLN,1593651,9330,8.95%
9355871,"Immune Globulin - gamma globulin (IgG), human",immune globul G gly IgA avg 46,IMMUNE GLOB G 10 GRAM 100 ML(10%)-GLY-IGA AVE 46 MCG ML INJECTION SOLN,1593650,669,0.64%
4674032,"Immune Globulin - gamma globulin (IgG), human",immune globul G gly IgA avg 46,IMMUNE GLOBU G 5 GRAM 50 ML(10 %)-GLY-IGA AVE 46 MCG ML INJECTION SOLN,1593648,624,0.6%
9464818,"Immune Globulin - gamma globulin (IgG), human",immune globul G gly IgA avg 46,IMMUNE GLOBU G 1 GRAM 10 ML(10 %)-GLY-IGA AVE 46 MCG ML INJECTION SOLN,40220625,326,0.31%
6892729,"Immune Globulin - gamma globulin (IgG), human",immune globul G gly IgA avg 46,GAMUNEX-C 10 GRAM 100 ML (10 %) INJECTION SOLUTION,40220609,96,0.09%
9674892,"Immune Globulin - gamma globulin (IgG), human",immune globul G gly IgA avg 46,GAMUNEX-C 20 GRAM 200 ML (10 %) INJECTION SOLUTION,40220610,81,0.08%
3591024,"Immune Globulin - gamma globulin (IgG), human",immune globul G gly IgA avg 46,GAMUNEX-C 5 GRAM 50 ML (10 %) INJECTION SOLUTION,40220605,81,0.08%
3166765,"Immune Globulin - gamma globulin (IgG), human",immune globulin G(IgG) maltose,IMMUNE GLOBULIN (IGG) (HUMAN) 5 % AND MALTOSE INTRAVENOUS SOLUTION,42899344,204,0.2%
7508511,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) 10 % INTRAVENOUS SOLUTION,1593649,9778,9.38%
2806003,Immune Serums,immune globulin gamma(IgG),IMMUNE GLOBULIN 10% (GAMUNEX) INJ 20 GRAM,40220609,1503,57.32%
9518928,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) 12 GRAM INTRAVENOUS SOLUTION,40220509,788,0.76%
6720237,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) 10 % IV,"",583,0.56%
7935213,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) 10 GRAM INTRAVENOUS SOLUTION,40220643,535,0.51%
8909649,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) 6 GRAM INTRAVENOUS SOLUTION,40220513,409,0.39%
5359917,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) 3 GRAM INTRAVENOUS SOLUTION,40220505,258,0.25%
1552228,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) IV,"",121,0.12%
9003896,"Immune Globulin - gamma globulin (IgG), human",immune globulin gamma(IgG),IMMUNE GLOBULIN (HUMAN) (IGG) 30 GRAM IV SOLUTION,"",80,0.08%
5277872,Immune Serums,immune globulin gamma(IgG),GAMMAGARD LIQUID IV,"",68,2.59%
8452095,Antihyperlipidemic - PCSK9 Inhibitors,inclisiran sodium,INCLISIRAN 284 MG 1.5 ML SUBCUTANEOUS SYRINGE,"",273,0.78%
6717036,Antihyperlipidemic - PCSK9 Inhibitors,inclisiran sodium,LEQVIO 284 MG 1.5 ML SUBCUTANEOUS SYRINGE,"",152,0.43%
8633192,Neuromuscular Blocker - Neurotoxins,incobotulinumtoxinA,INCOBOTULINUMTOXINA 100 UNIT INTRAMUSCULAR SOLUTION,35605873,1146,1.34%
1189649,Neuromuscular Blocker - Neurotoxins,incobotulinumtoxinA,INCOBOTULINUMTOXINA 50 UNIT INTRAMUSCULAR SOLUTION,35605870,686,0.81%
1384569,Neuromuscular Blocker - Neurotoxins,incobotulinumtoxinA,XEOMIN 200 UNIT INTRAMUSCULAR SOLUTION,35605874,95,0.11%
2337918,Neuromuscular Blocker - Neurotoxins,incobotulinumtoxinA,XEOMIN 100 UNIT INTRAMUSCULAR SOLUTION,35605873,76,0.09%
4840525,Medical Supplies and DME - Incontinence Supplies,incontinence alarms,MISC. DEVICES MISC,"",166,1.2%
1656303,Medical Supplies and DME - Incontinence Supplies,incontinence pad liner disp,INCONTINENCE PAD  LINER  DISPOSABLE,"",1604,11.62%
2346764,Medical Supplies and DME - Incontinence Supplies,incontinence pad liner disp,POISE PADS,"",199,1.44%
7459780,Medical Supplies and DME - Incontinence Supplies,incontinence pad liner disp,PREVAIL PADS,"",114,0.83%
1778639,Medical Supplies and DME - Incontinence Supplies,incontinence pad liner disp,BLADDER CONTROL PADS,"",87,0.63%
7443479,"Asthma/COPD - Beta 2-Adrenergic Agents, Inhaled, Ultra-Long Acting",indacaterol maleate,INDACATEROL 75 MCG CAPSULE WITH INHALATION DEVICE,40240667,60,16.67%
1892953,Diuretic - Thiazides and Related,indapamide,INDAPAMIDE 1.25 MG TABLET,19033982,4093,0.54%
7539278,Diuretic - Thiazides and Related,indapamide,INDAPAMIDE 2.5 MG TABLET,19026192,2717,0.36%
4626883,Diuretic - Thiazides and Related,indapamide,INDAPAMIDE ORAL,"",87,0.01%
5145914,Diagnostic Drugs - Renal Function,indigotindisulfonate sodium,INDIGOTINDISULFONATE SODIUM 8 MG ML (0.8 %) INJECTION SOLUTION,19017390,3370,98.65%
3611680,Diagnostic Radiopharmaceuticals - Endocrine,indium-111 chlor pentetreotide,INDIUM 111-PENTETREOTIDE 3 MCI ML-10 MCG INTRAVENOUS KIT,43012200,65,0.02%
6471761,Diagnostic Drugs - Biliary,indocyanine green,INDOCYANINE GREEN 25 MG SOLUTION FOR INJECTION,19078612,18062,99.97%
6867709,Dietary Product - Dietary Supplements,indole-3-carbinol,INDOLE-3-CARBINOL (BULK) MISC,"",56,0.07%
4255287,"NSAID Analgesics, (COX Non-Specific) - Indole Acetic Acid Derivatives",indomethacin,INDOMETHACIN 50 MG RECTAL SUPPOSITORY,19034046,17124,32.61%
4455404,"NSAID Analgesics, (COX Non-Specific) - Indole Acetic Acid Derivatives",indomethacin,INDOMETHACIN 50 MG CAPSULE,19007910,14879,28.34%
6529325,"NSAID Analgesics, (COX Non-Specific) - Indole Acetic Acid Derivatives",indomethacin,INDOMETHACIN 25 MG CAPSULE,19007987,13159,25.06%
3322415,"NSAID Analgesics, (COX Non-Specific) - Indole Acetic Acid Derivatives",indomethacin,INDOMETHACIN ER 75 MG CAPSULE EXTENDED RELEASE,19017902,3718,7.08%
3321048,"NSAID Analgesics, (COX Non-Specific) - Indole Acetic Acid Derivatives",indomethacin,INDOMETHACIN ORAL,"",231,0.44%
3532192,"NSAID Analgesics, (COX Non-Specific) - Indole Acetic Acid Derivatives",indomethacin,INDOCIN ORAL,"",75,0.14%
6375555,"NSAID Analgesics, (COX Non-Specific) - Indole Acetic Acid Derivatives",indomethacin,INDOMETHACIN 25 MG 5 ML ORAL SUSPENSION,19007945,69,0.13%
7973182,"Patent Ductus Arteriosus (PDA) Treatment Agents , NSAID-type",indomethacin sodium,INDOMETHACIN 1 MG INTRAVENOUS SOLUTION,19096060,1133,99.74%
2681737,Dietary Product - Infant Formulas,inf form iron amino ac dha ara,PURAMINO DHA-ARA 2.8-5.3-10.6 GRAM 100 KCAL ORAL POWDER,43014003,116,0.94%
4967703,Dietary Product - Infant Formulas,inf form iron spc.met lac-free,NUTRAMIGEN WITH ENFLORA LGG 2.8 G-5.3 G-10.3 G 100 KCAL ORAL POWDER,19000811,617,4.99%
1932540,Dietary Product - Infant Formulas,inf form iron spc.met lac-free,ENFAMIL NUTRAMIGEN POWDER,19000811,210,1.7%
2991469,Dietary Product - Infant Formulas,inf form iron spc.met lac-free,INFANT FORM SP. MET LAC FR IRON-GG 2.5 GRAM-4.3 GRAM 100 KCAL POWDER,19000811,51,0.41%
3320399,Dietary Product - Infant Formulas,inf.formula iron sp.met.lac-fr,INFANT FORMULA SPEC.MET LAC FR IRON 2.8-5.3-10.3 GRAM 100 KCAL LIQUID,"",337,2.73%
5312232,Dietary Product - Infant Formulas,inf.formula iron sp.met.lac-fr,NUTRAMIGEN DHA-ARA 2.8-5.3-10.3 GRAM 100 KCAL ORAL LIQUID,"",69,0.56%
2948553,Dietary Product - Infant Formulas,infant form.iron lac-f dha ara,SIMILAC ALIMENTUM 2.75-5.54-10.2 GRAM 100 KCAL ORAL POWDER,43014003,670,5.42%
5474056,Dietary Product - Infant Formulas,infant form.iron lac-f dha ara,ELECARE INFANT FORMULA 3.1-4.8-10.7 GRAM 100 KCAL ORAL POWDER,19016670,484,3.92%
4575283,Dietary Product - Infant Formulas,infant form.iron lac-f dha ara,INFANT FORMULA LF-IRON-DHA-ARA 2.75 G-5.54 G-10.2 G 100 KCAL ORAL SUSP,19016670,440,3.56%
2560206,Dietary Product - Infant Formulas,infant form.iron lac-f dha ara,ELECARE INFANT POWDER,19016670,358,2.9%
6348056,Dietary Product - Infant Formulas,infant form.iron lac-f dha ara,SIMILAC EXPERT CARE ALIMENTUM 2.75 G-5.54 G-10.2 G 100 KCAL ORAL SUSP,19016670,150,1.21%
4117524,Dietary Product - Infant Formulas,infant form.iron lac-f dha ara,SIMILAC ALIMENTUM POWDER,19016670,144,1.17%
5081872,Dietary Product - Infant Formulas,infant form.iron lac-f dha ara,SIMILAC EXPERT CARE ALIMENTUM 2.75-5.54-10.2 GRAM 100 KCAL ORAL POWDER,43014003,75,0.61%
6468647,Unmapped,infant form.iron lac-f dha ara,SIMILAC SENSITIVE 2.14 G-5.4 G-10.7 G 100 KCAL ORAL SUSPENSION,43014003,50,0.0%
5825063,Dietary Product - Infant Formulas,infant form.soy-iron lact-free,INFANT FOODS ORAL POWDER,"",93,0.75%
2944199,Dietary Product - Infant Formulas,infant form.soy-iron lact-free,INFANT FOODS ORAL LIQUID,"",54,0.44%
8785454,Dietary Product - Infant Formulas,infant formula  iron dha ara,ENFAMIL NEUROPRO ENFACARE,43014003,1223,9.9%
2703792,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC NEOSURE 2.8 GRAM-5.5 GRAM 100 KCAL ORAL POWDER,43014003,691,5.59%
9379430,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC NEOSURE POWDER,43014003,364,2.95%
3397190,Dietary Product - Infant Formulas,infant formula  iron dha ara,NEOCATE INFANT DHA-ARA 2.8 GRAM-5.1 GRAM 100 KCAL ORAL POWDER,19016670,297,2.4%
5574530,Dietary Product - Infant Formulas,infant formula  iron dha ara,ENFAMIL GENTLEASE 2.3 GRAM-5.3 GRAM 100 KCAL ORAL POWDER,19016670,245,1.98%
6185915,Dietary Product - Infant Formulas,infant formula  iron dha ara,ENFAMIL A.R. 2.5-5.1-11.3 GRAM 100 KCAL ORAL POWDER,19016670,199,1.61%
5824321,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC SENSITIVE FUSS AND GAS 2.1-5.4-11.1 GRAM 100 KCAL ORAL POWDER,19016670,177,1.43%
5294024,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC ADVANCE WITH IRON 2.07 GRAM-5.6 GRAM 100 KCAL ORAL POWDER,43014003,177,1.43%
5131215,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC 360 TOTAL CARE 2.07-5.6-10.5 GRAM 100 KCAL ORAL POWDER,19016670,155,1.25%
9409856,Unmapped,infant formula  iron dha ara,SIMILAC EXPERT CARE NEOSURE 2.8 GRAM-5.5 GRAM 100 KCAL ORAL POWDER,19016670,149,0.0%
3990276,Dietary Product - Infant Formulas,infant formula  iron dha ara,INFANT FORMULA-IRON-DHA-ARA 2.8 GRAM-5.1 GRAM 100 KCAL ORAL POWDER,19016670,130,1.05%
5805421,Dietary Product - Infant Formulas,infant formula  iron dha ara,INFANT FORMULA-IRON-DHA-ARA 2 GRAM-5.3 GRAM 100 KCAL ORAL POWDER,19016670,123,1.0%
5228952,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC ADVANCE 2.2 GRAM-5.6 GRAM 100 KCAL ORAL POWDER,43014003,117,0.95%
2773065,Dietary Product - Infant Formulas,infant formula  iron dha ara,ENFAMIL NEUROPRO GENTLEASE POWDER,19016670,81,0.66%
8234862,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC FOR SPIT-UP 2.1-5.4-11 GRAM 100 KCAL ORAL POWDER,19016670,81,0.66%
9318355,Dietary Product - Infant Formulas,infant formula  iron dha ara,INFANT FORMULA-IRON-DHA-ARA 2.2 GRAM-5.6 GRAM 100 KCAL ORAL POWDER,43014003,76,0.61%
5636970,Dietary Product - Infant Formulas,infant formula  iron dha ara,ENFAMIL INFANT 2 GRAM-5.3 GRAM 100 KCAL ORAL POWDER,19016670,70,0.57%
4536820,Dietary Product - Infant Formulas,infant formula  iron dha ara,ENFAMIL NEUROPRO ENFACARE NON-GMO 2.8 GRAM-5.3 GRAM 100 KCAL ORAL PWDR,19016670,70,0.57%
9726783,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC NEOSURE 2.8-5.5-10.1 GRAM 100 KCAL ORAL LIQUID,19016670,59,0.48%
9287419,Dietary Product - Infant Formulas,infant formula  iron dha ara,SIMILAC ADVANCE POWDER,19016670,55,0.45%
2965075,Dietary Product - Infant Formulas,infant formula with iron,ENFAMIL PREGESTIMIL POWDER,"",1869,15.12%
8344720,Dietary Product - Infant Formulas,infant formula with iron,ENFAMIL PREMIUM LIPIL ORAL POWDER,45282149,182,1.47%
8512808,Dietary Product - Infant Formulas,infant formula with iron,INFANT FORMULA WITH IRON ORAL LIQUID,"",150,1.21%
7310564,Dietary Product - Infant Formulas,infant formula with iron,PRO-PHREE ORAL POWDER,"",84,0.68%
6998442,Dietary Product - Infant Formulas,infant formula with iron,INFANT FORMULA WITH IRON ORAL CONCENTRATE,"",84,0.68%
2268390,Dietary Product - Infant Formulas,infant formula with iron,ENFAMIL GENTLEASE LIPIL POWD ORAL POWDER,45196452,52,0.42%
4932973,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab,INFLIXIMAB 100 MG INTRAVENOUS SOLUTION,937369,41242,37.67%
2888048,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab,REMICADE IV,"",2295,2.1%
5237039,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab,REMICADE 100 MG INTRAVENOUS SOLUTION,937369,595,0.54%
6289573,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab,INFLIXIMAB IV,"",232,0.21%
3979574,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab-abda,INFLIXIMAB-ABDA 100 MG INTRAVENOUS SOLUTION,1592767,2071,1.89%
6654878,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab-axxq,INFLIXIMAB-AXXQ 100 MG INTRAVENOUS SOLUTION,37498070,8746,7.99%
8019972,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab-axxq,AVSOLA IV,"",70,0.06%
2345034,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab-axxq,AVSOLA 100 MG INTRAVENOUS SOLUTION,37498070,56,0.05%
6300378,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab-dyyb,INFLIXIMAB-DYYB 100 MG INTRAVENOUS SOLUTION,42629519,1363,1.24%
4995954,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab-dyyb,INFLECTRA 100 MG INTRAVENOUS SOLUTION,42629519,186,0.17%
9308697,Inflammatory Bowel Agent - Tumor Necrosis Factor Alpha Blockers,infliximab-dyyb,INFLECTRA IV,"",90,0.08%
6960069,Vaccine Viral - Influenza A and B,influenza tv-s 09-10 vaccine,FLU VACCINE TRI-VAL SPLIT 2013-14 45 MCG (15 MCG X 3) 0.5 ML IM SUSP,"",85,0.03%
8882326,Medical Supplies and DME-Glucose Monitoring and Insulin Admin Supplies,infusion set for insulin pump,AUTOSOFT XC INFUSION SET 23,"",672,39.86%
9939785,Medical Supplies and DME-Glucose Monitoring and Insulin Admin Supplies,infusion set for insulin pump,AUTOSOFT 90 INFUSION SET,"",263,15.6%
9576412,Medical Supplies and DME-Glucose Monitoring and Insulin Admin Supplies,infusion set for insulin pump,INFUSION SET FOR INSULIN PUMP,"",250,14.83%
1240013,Medical Supplies and DME-Glucose Monitoring and Insulin Admin Supplies,infusion set for insulin pump,TRUSTEEL INFUSION SET 23,"",75,4.45%
7910572,Dermatological - Antineoplastic or Premalig. Lesions -Diterpene Esters,ingenol mebutate,INGENOL MEBUTATE 0.015 % TOPICAL GEL,42708061,302,54.03%
6549835,Dermatological - Antineoplastic or Premalig. Lesions -Diterpene Esters,ingenol mebutate,PICATO 0.015 % TOPICAL GEL,42708061,158,28.26%
8832161,Dermatological - Antineoplastic or Premalig. Lesions -Diterpene Esters,ingenol mebutate,INGENOL MEBUTATE 0.05 % TOPICAL GEL,42708059,81,14.49%
5171312,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,INHALATIONAL SPACING DEVICE,"",61805,53.84%
5752177,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,AEROCHAMBER MV SPACER,"",5095,4.44%
8049493,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,AEROCHAMBER PLUS FLOW-VU,45028108,2138,1.86%
1477590,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,INHALATION DEVICE WITH MEDIUM MASK,"",1954,1.7%
9079230,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,OPTICHAMBER DIAMOND VHC SPACER,"",1489,1.3%
7155900,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,PROCHAMBER,"",702,0.61%
8896808,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,AEROCHAMBER Z-STAT PLUS-FLOW SIGNAL,"",697,0.61%
8424688,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,VORTEX HOLDING CHAMBER,"",679,0.59%
3753771,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,INHALATION SPACING DEVICE WITH SMALL MASK,"",517,0.45%
1555249,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,AEROCHAMBER WITH FLOWSIGNAL,45361212,494,0.43%
2031253,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,INHALATION DEVICE WITH LARGE MASK,"",335,0.29%
9248674,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,EASIVENT HOLDING CHAMBER,44898598,217,0.19%
1414351,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,FLEXICHAMBER SPACER,"",158,0.14%
9677859,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,E-Z SPACER,45184949,107,0.09%
9980782,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,COMPACT SPACE CHAMBER,"",100,0.09%
5577875,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,MICROCHAMBER SPACER,"",91,0.08%
6534322,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,AEROCHAMBER PLUS Z STAT SPACER,45281225,58,0.05%
3806756,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler  assist devices,INHALER COMPANIONS MISC,"",55,0.05%
1516438,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler assist dev small mask,AEROCHAMBER PLUS FLOW-VU SMALL MASK,45377823,838,0.73%
8436690,Medical Supplies and DME - Respiratory Therapy Supplies,inhaler assist dev small mask,OPTICHAMBER DIAMOND VHC WITH SMALL MASK,"",287,0.25%
