procedure_id,concept_name,concept_id,order_code,order_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
7608547,Bronchoscopy,4032404,PFT50,BRONCHOSCOPY-NO FLUOROSCOPY-NO ANESTHESIA (GH),1590,0.0%,Procedure,SNOMED,10847001,Procedure
9831354,"","",IVT29,CENTRAL LINE ARM CIRCUMFERENCE,1590,0.0%,"","","",""
8756509,"","",NEU205,EMG NERVE CONDUCTION STUDY (NORTH HAVEN ONLY),1588,0.0%,"","","",""
3363146,"","",WOU16,MOISTEN DRESSING,1588,0.0%,"","","",""
8723394,"","",LAB8139,INFUSION OF CELL THERAPY PRODUCTS,1588,0.0%,"","","",""
5527727,"","",CAR60,HOLTER REPORT,1587,0.0%,"","","",""
6471379,"","",LAB5643,MALARIA SMEAR     (BH GH LMW),1586,0.0%,"","","",""
7702464,"","",ECH198,PEDI ECHOCARDIOGRAM COMPLETE (TTE),1584,0.0%,"","","",""
4342823,"","",LAB3800,STOOL ENTERIC CULTURE      (GH),1584,0.0%,"","","",""
7323362,"","",IMG3404,OSF NM PARATHYROID,1583,0.0%,"","","",""
7157256,"","",CON55,IP CONSULT TO GERONTOLOGY,1581,0.0%,"","","",""
1121802,"","",IMG267,MRA NECK W IV CONTRAST(GH YH BH LM),1581,0.0%,"","","",""
4420093,"","",SUP907,CRUTCH ADULT LG,1579,0.0%,"","","",""
6628371,"","",EKG8,EKG RHYTHM STRIP,1578,0.0%,"","","",""
5616083,No matching concept,0,11212345,Y AN INTRAOP MEDS MC,1576,0.0%,Metadata,None,No matching concept,Undefined
9029129,"","",OPH111,IOL MASTER - OS - LEFT EYE,1576,0.0%,"","","",""
7261149,"","",IMM307,RSV  MAB  NIRSEVIMAB-ALIP  100 MG ML  FOR PATIENTS >= 5 KG,1574,0.0%,"","","",""
7996922,"","",PRO851,LOWER EXTREMITY BLOCK PROCEDURE,1569,0.0%,"","","",""
7044768,"","",IMG1203,US DUPLEX CAROTID RIGHT,1566,0.0%,"","","",""
6487941,"","",IMG3322,OSF CT UPPER EXTREMITY LEFT,1560,0.0%,"","","",""
6167680,"","",NUR1134,EXTRA TRACHEOSTOMY TUBE TO BEDSIDE,1560,0.0%,"","","",""
7872177,"","",IMG1204,US DUPLEX CAROTID LEFT,1557,0.0%,"","","",""
7002811,"","",PRO850,MIDLINE CATHETER PLACEMENT,1556,0.0%,"","","",""
6202239,"","",OPH1036,SPECULAR MICROSCOPY - OU - BOTH EYES,1555,0.0%,"","","",""
6254164,"","",IMG1539,XR CALCANEUS BILATERAL AP AND LATERAL(GH BH YH YHC LM),1550,0.0%,"","","",""
4657004,"","",LAB4541,NOROVIRUS  EIA (STOOL)     (Q),1546,0.0%,"","","",""
6755234,"","",IMG2912,US GUIDED FNA NECK,1536,0.0%,"","","",""
6524153,"","",IMG442,NM QUANTITATIVE LUNG PERFUSION,1535,0.0%,"","","",""
7307660,"","",IMG3986,US MFM CVS GUIDANCE 1 PLACENTA (PERI ONLY)(GH YH BH),1535,0.0%,"","","",""
3287875,"","",IMG3923,OSF BARIUM SWALLOW,1535,0.0%,"","","",""
3175524,"","",IMG2335,US SOFT MUSC EXTREM LEFT,1534,0.0%,"","","",""
2623467,"","",CON313,IP CONSULT TO PEDIATRIC ANESTHESIA,1534,0.0%,"","","",""
5519113,"","",NUR579,AI  CYCLOPHOSPHAMIDE TREATMENT CONDITIONS,1533,0.0%,"","","",""
7571059,"","",NUR3270,POST DISCHARGE PHARMACOLOGIC VTE PROPHYLAXIS PREVENTION,1529,0.0%,"","","",""
9739436,"","",LAB7848,INFLUENZA TYPE A B RT-PCR W REFL H1N1     (BH),1529,0.0%,"","","",""
6065539,"","",IMG1589,US PAROTID,1527,0.0%,"","","",""
1648602,"","",NUR2249,NO ANTIBIOTIC NEEDED,1527,0.0%,"","","",""
4354641,"","",OPH74,IOL MASTER - OD - RIGHT EYE,1525,0.0%,"","","",""
5436604,"","",CON81,IP CONSULT TO PEDIATRIC ENDOCRINOLOGY,1520,0.0%,"","","",""
8882169,No matching concept,0,LAB9795,C. ACNES CULTURE      (BH GH LMW YH),1520,0.0%,Metadata,None,No matching concept,Undefined
4929471,"","",LAB4170,NOROVIRUS RNA  PCR (STOOL)      (Q),1519,0.0%,"","","",""
6206202,"","",IMG4794,NM LYMPH OR INJECTION (SHORELINE),1519,0.0%,"","","",""
7816196,"","","","",1518,0.0%,"","","",""
4119720,"","",LAB3866,CULTURE  FUNGUS  W SMEAR HAIR  SKIN  NAIL     (Q),1516,0.0%,"","","",""
4842627,"","",IMG27,XR TEMPOROMANDIBULAR JOINTS BILATERAL,1515,0.0%,"","","",""
8236748,"","",IMG3919,OSF CARDIAC ECHO,1514,0.0%,"","","",""
9121800,"","",LABEX10821,SARS COV-2 (COVID-19) AG INFLUENZA A+B (EXTERNAL LAB),1514,0.0%,"","","",""
2617498,"","",RT49,TRANSCUTANEOUS MONITORING  CONTINUOUS,1513,0.0%,"","","",""
6317808,"","",NUR925,FORWARD FLUSH-BILIARY DRAIN,1513,0.0%,"","","",""
5727225,"","",IMG3346,OSF MAMMO SPECIMEN RIGHT,1512,0.0%,"","","",""
1478065,"","",CON168,IP CONSULT TO PEDIATRIC PAIN MANAGEMENT,1509,0.0%,"","","",""
8611993,"Transesophageal echocardiography for congenital cardiac anomalies; including probe placement, image acquisition, interpretation and report",2313875,ECH134,TEE CONG ANOMALY W LTD DOPPLER AND CFI,1508,0.0%,Procedure,CPT4,93315,CPT4
2560641,"","",IMG3345,OSF MAMMO SPECIMEN LEFT,1503,0.0%,"","","",""
2339867,"","",IMG3940,US LEG BILATERAL MAPPING LIMITED,1503,0.0%,"","","",""
3506014,"","",NUR579,AU  CYTARABINE TREATMENT CONDITIONS,1503,0.0%,"","","",""
5787037,"","",IMG2746,CT CHEST W ABDOMEN PELVIS W WO IV CONTRAST (BH GH YHC WH LM),1503,0.0%,"","","",""
5660158,"","",LAB4073,JC VIRUS BY PCR  CSF     (BH GH YH),1499,0.0%,"","","",""
6808565,"","",LAB8509,ZZZLYME ABS  IGG IGM  WBLOT  CSF (LAB ORDERABLE ONLY)  (BH GH YH),1498,0.0%,"","","",""
6225473,"","",IMG4136,URO US SCROTUM AND CONTENTS,1492,0.0%,"","","",""
6104193,"","",IMG3177,MRI RECONSTRUCTION ON INDEPENDENT WORKSTATION(BH YH GH LM),1492,0.0%,"","","",""
6496531,"","",LAB8046,SPECIMEN REJECTION     (YH),1490,0.0%,"","","",""
4102302,"","",99499,NONBILLABLE WITH RVUS,1486,0.0%,"","","",""
5915549,No matching concept,0,RT403,NEONATAL PEDIATRIC CHEST PHYSIOTHERAPY,1484,0.0%,Metadata,None,No matching concept,Undefined
2185825,"","",IMG561,US GUIDED NEEDLE PLACEMENT,1482,0.0%,"","","",""
4627671,"","",NEU140,EMG NERVE CONDUCTION STUDY (YM NEUROLOGY-MILFORD ONLY),1482,0.0%,"","","",""
4197816,"","",IMG3695,FL ASPIRATION INJECTION MAJOR JOINT RIGHT (GH YH LM),1474,0.0%,"","","",""
1329277,"","",NUR1295,TOUCH DOWN WEIGHT BEARING,1472,0.0%,"","","",""
5145947,"","",IMG4754,OUTSIDE INTERPRETATION BREAST MRI,1469,0.0%,"","","",""
3987796,"","",IMG1698,US SOFT TISSUE MSK ANKLE RIGHT,1468,0.0%,"","","",""
8094731,"","",LAB2691,BONE MARROW IRON STAIN     (YH),1468,0.0%,"","","",""
4042313,"","",SBREF25,AMB REFERRAL TO YM GASTROENTEROLOGY,1468,0.0%,"","","",""
3487576,"","",IMG394,NM GI BLOOD LOSS,1465,0.0%,"","","",""
2936179,"","",OPH39,EXTERNAL PHOTOGRAPHY - OU - BOTH EYES,1465,0.0%,"","","",""
5370681,"","",IMG1662,CT VIRTUAL COLONOSCOPY SCREENING(BH YH),1462,0.0%,"","","",""
1789008,"","",IMG2336,US SOFT MUSC EXTREM RIGHT,1462,0.0%,"","","",""
9784968,"","",IMG5,XR MASTOIDS 3 + VW(BH GH YH ),1461,0.0%,"","","",""
7094934,"","",IMG3299,OSF BILATERAL RIBS WITH PA CHEST,1461,0.0%,"","","",""
5665617,"","",CON19,IP CONSULT TO PSYCHOLOGY,1460,0.0%,"","","",""
1693627,"","",IMG4278,OSF US CHEST,1458,0.0%,"","","",""
7760030,"","",LAB890,CHROMOSOME ANALYSIS  BONE MARROW     (GH L),1454,0.0%,"","","",""
7074992,"","",LAB11113,MYCOPLASMA GENITALIUM  NAAT,1453,0.0%,"","","",""
3783427,"","",IMG4971,XR HIP RIGHT MINIMUM 4 VIEWS,1453,0.0%,"","","",""
5698458,"","",IMG1518,XR HUMERUS BILATERAL AP LATERAL (GH BH YH YHC LM),1449,0.0%,"","","",""
2183289,"","",NUR2262,OBTAIN CARDIOMEMS PRESSURES,1449,0.0%,"","","",""
3180816,No matching concept,0,NUR2236,REPOSITIONING THE UNSTABLE PATIENT,1445,0.0%,Metadata,None,No matching concept,Undefined
6288607,"","",CON156,IP CONSULT TO PSYCHIATRIC NURSE,1443,0.0%,"","","",""
9552527,"","",LAB2856,CSF CULTURE - FUNGAL     (YH),1442,0.0%,"","","",""
2756113,"","",IMG211,CT THORACIC SPINE W IV CONTRAST,1441,0.0%,"","","",""
1756736,"","",REF162,AMB REFERRAL TO VASCULAR NEUROLOGY,1437,0.0%,"","","",""
5662401,"","",IMG4651,MRI TOTAL SPINE ACUTE CORD COMPRESSION WO IV CONTRAST (YH BH),1437,0.0%,"","","",""
3236256,"","",CS5113,BITE RIMS RECORDS,1435,0.0%,"","","",""
6359934,"","",IMG1324,MRI HAND LEFT W WO IV CONTRAST,1434,0.0%,"","","",""
8329779,"","",IMG2705,MRI THORACIC BONE WO IV CONTRAST (BH YH YHC),1433,0.0%,"","","",""
7084049,"","",BHS16,RESTRICT TO UNIT (PSYCH),1432,0.0%,"","","",""
9852485,"","",NUR2246,DISCHARGE DRESSING CHANGE,1430,0.0%,"","","",""
2125453,"","",IMG3739,MRI HEART WO IV CONTRAST (BH YH),1429,0.0%,"","","",""
4938614,"","",IMG463,NM KIDNEY W FLOW AND FUNCTION WO PHARMACOLOGICAL INTERVENTION,1427,0.0%,"","","",""
5115859,"","",IMG5104,US BREAST SCREENING LEFT,1427,0.0%,"","","",""
3926767,"","",115210891,Y SMILOW SUPPORTIVE CARE REFERRAL COORDINATOR SERVICES REQUEST,1424,0.0%,"","","",""
2197673,"","",ECH142,STRESS ECHO WITH DOBUTAMINE W COMP DOPP CFI IF IND IMG ENHANCE,1424,0.0%,"","","",""
2418682,"","",LAB5728,STOOL CULTURE AND SHIGA TOXIN  EIA     (BH),1422,0.0%,"","","",""
9450062,"","",NUR3755,FOLEY SINGLE LUMEN CATHETER NEONATAL ONLY,1422,0.0%,"","","",""
3181831,"","",CON84,IP CONSULT TO PEDIATRIC HEMATOLOGY  ONCOLOGY,1421,0.0%,"","","",""
9861811,"","",IMG2931,US DUPLEX LOW EXT ART VEIN POST CATH LEFT,1421,0.0%,"","","",""
3373210,"","",CON191,IP CONSULT TO PICC SERVICE PEDIATRIC,1420,0.0%,"","","",""
7982692,"","",OPH116,PAN RETINAL PHOTOCOAGULATION - OS - LEFT EYE,1419,0.0%,"","","",""
2164705,"","",EQ134,WALKER ROLLING,1419,0.0%,"","","",""
2332848,"","",NUR579,B  TREATMENT CONDITIONS III,1419,0.0%,"","","",""
3427375,"","",REF184,AMB REFERRAL TO TRANSPLANT HEPATOLOGY,1419,0.0%,"","","",""
2911565,"","",LAB9881,VDRL  CSF (LAB APPROVAL REQUIRED)     (YH),1414,0.0%,"","","",""
3486804,"","",LAB7790,GROUP B STREP PCR     (GH),1413,0.0%,"","","",""
6136528,"","",166212,PRE SURGICAL PROCEDURE TRIAGE FORM,1412,0.0%,"","","",""
4288303,"","",IMG248,CT GUIDED NEEDLE PLACEMENT,1408,0.0%,"","","",""
9107384,"","",LAB235,GONORRHOEAE CULTURE,1406,0.0%,"","","",""
4393926,"","",IMG2799,CT GUIDED NEEDLE BIOPSY ABDOMEN,1405,0.0%,"","","",""
2791841,"","",LAB8132,BONE,1402,0.0%,"","","",""
3095285,"","",OPH79,PAN RETINAL PHOTOCOAGULATION - OD - RIGHT EYE,1402,0.0%,"","","",""
9359532,"","",IMM2136,COVID-19 PFIZER (6M-4Y)2ND DOSE GENERIC VACCINE ORDER,1400,0.0%,"","","",""
9969401,"","",IMG3396,OSF MRI THORACIC SPINE ORTHOPAEDIC,1396,0.0%,"","","",""
1407767,"","",IMG2527,CT NECK AND CHEST W IV CONTRAST (BH GH YHC LM WH),1393,0.0%,"","","",""
4770772,"","",OPH83,SLIT LAMP PHOTOGRAPHY - OD - RIGHT EYE,1393,0.0%,"","","",""
8958753,"","",LAB488,PREPARE PLATELETS,1387,0.0%,"","","",""
6047518,"","",IMG4525,OSF MRI FACE,1387,0.0%,"","","",""
2557411,"","",IMG3221,ED PROCEDURAL ULTRASOUND PARACENTESIS,1383,0.0%,"","","",""
8817707,"","",IMG1072,US PARATHYROID,1382,0.0%,"","","",""
8815874,"","",IMG278,MRA CHEST WO IV CONTRAST (YH LM WH),1382,0.0%,"","","",""
1632546,"","",LAB10719,SARS COV-2 (COVID-19) RNA - STATE TESTING (BH GH LMW YH),1382,0.0%,"","","",""
3580612,"","",IMG2721,MRI TOTAL SPINE BONE WO IV CONTRAST (YH GH BH YHC),1382,0.0%,"","","",""
8903885,"","",IMG3766,US MFM GENETIC FETAL ECHOCARDIOGRAM (PERI ONLY)(YH),1380,0.0%,"","","",""
1635686,"","",LAB11008,THINPREP PAP AND HPV MRNA E6 E7  WITH CT NG  TRICHOMONAS (Q),1379,0.0%,"","","",""
8462449,"","",IMG5105,US BREAST SCREENING RIGHT,1379,0.0%,"","","",""
2311824,"","",LAB36885,SPERM WASHING IUI   (YM),1378,0.0%,"","","",""
9073220,"","",PRO600,AMB HOLTER MONITOR 24 48 HR (GLOBAL-NEMG ONLY),1375,0.0%,"","","",""
4674410,"","",LAB8984,CSF DIFFERENTIAL 4 (BH GH LMW YH),1369,0.0%,"","","",""
1163863,"","",CON98,IP CONSULT TO PEDIATRIC UROLOGY,1368,0.0%,"","","",""
3474117,"","",IMG327,MRI HEART W IV CONTRAST W VELOCITY FLOW,1366,0.0%,"","","",""
8858504,"","",PR903,BONES DRAIN INJ SMALL JOINT BURSA (ORD),1366,0.0%,"","","",""
5490240,"","",PFT103,SIX MINUTE WALK TEST,1365,0.0%,"","","",""
8752779,"","",SUB1,ALCOHOL AND OR DRUG ASSESSMENT (GH BH ONLY),1365,0.0%,"","","",""
7641015,"","",IMG298,MRI HUMERUS RIGHT W WO IV CONTRAST,1365,0.0%,"","","",""
4810200,"","",99499,YM PLASTIC RESIDENTS NO CHARGE,1363,0.0%,"","","",""
7535942,"","",IMG399,NM BONE SCAN LIMITED,1363,0.0%,"","","",""
1896972,"","",PRO255,CAST - SPLINT APPLICATION,1361,0.0%,"","","",""
1831470,"","",115025,BRENTUXIMAB TREATMENT CONDITIONS,1358,0.0%,"","","",""
2631266,"","",IMG30,XR PANOREX (YH LM),1358,0.0%,"","","",""
5456908,"","",NEU131,EEG-AWAKE AND DROWSY (BH),1357,0.0%,"","","",""
8259422,"","",LAB36882,SEMEN ANALYSIS IN CONJUNCTION WITH IUI     (YMG),1357,0.0%,"","","",""
4337294,"","",IMG4773,US OB LIMITED 1+ FETUSES WITH LTD DOPPLER (BH YH),1356,0.0%,"","","",""
2584918,"","",IMG1119,CT GUIDED NEEDLE BIOPSY SPINE(GH BH YH),1355,0.0%,"","","",""
6289748,"","",LAB3035,HAIR  SKIN  NAIL CULTURE - FUNGAL     (YH),1353,0.0%,"","","",""
1665061,"","",IMG2670,FL GUIDANCE SPINE DIAG OR THERA INJECTION (GH YH),1349,0.0%,"","","",""
1706642,"","",LAB388,ELECTROLYTES  STOOL     (GH LMW Q YH),1348,0.0%,"","","",""
6876689,"","",EP200,CASE REQUEST EP EXTERNAL,1348,0.0%,"","","",""
3121987,"","",LAB8996,BODY FLUID CELL COUNT     (BH),1347,0.0%,"","","",""
8841572,No matching concept,0,RT169,NEONATAL VOLUME GUARANTEE,1346,0.0%,Metadata,None,No matching concept,Undefined
2679319,"","",LAB7117,HPV MRNA E6 E7     (Q),1345,0.0%,"","","",""
8486793,No matching concept,0,NUR1060,TRANSFUSE ADDITIONAL UNITS,1345,0.0%,Metadata,None,No matching concept,Undefined
8817843,"","",LAB3917,NEISSERIA GONORRHOEAE DNA  SDA     (Q),1343,0.0%,"","","",""
9760498,"","",NUR579,GW  ANTHRACYCLINE HEPATITIS SCREENING,1341,0.0%,"","","",""
4333359,Ventriculostomy/lumbar drain care,4296522,NUR1152,LUMBAR DRAIN CARE,1341,0.0%,Procedure,SNOMED,386484005,Procedure
4713888,"","",ADT100,ZZZRETIREDPLACE IN ED OBSERVATION (LMH WH),1340,0.0%,"","","",""
8530166,"","",ECH159,SICU US LIMITED BEDSIDE ECHO,1338,0.0%,"","","",""
1771607,"","",IMG1382,CT FEMUR RIGHT W IV CONTRAST,1333,0.0%,"","","",""
9675238,"","",IMG3209,NM IMPORT OUTSIDE IMAGES,1332,0.0%,"","","",""
3525089,"","",IMG1669,CT FEMUR LEFT W IV CONTRAST,1332,0.0%,"","","",""
9259739,"","",NUR2219,INTRA-AORTIC BALLOON PUMP PRESSURE ASSESSMENT,1332,0.0%,"","","",""
5916574,"","",OPH120,SLIT LAMP PHOTOGRAPHY - OS - LEFT EYE,1329,0.0%,"","","",""
3242501,"","",IMG2193,MAMMO DIAGNOSTIC UNILATERAL G0206,1329,0.0%,"","","",""
6047619,"","",IMG376,NM LIVER SPLEEN SPECT,1329,0.0%,"","","",""
4072989,"","",IMG2947,US GUIDED BREAST BIOPSY BILATERAL (BH YH LM WH),1327,0.0%,"","","",""
9923897,"","",NUR579,BK  BENDAMUSTINE TREATMENT CONDITIONS,1327,0.0%,"","","",""
5646897,"","",GI408,UREA BREATH TEST,1322,0.0%,"","","",""
5979728,"","",IMG1637,DXA VERTEBRAL FRACTURE ASSESSMENT,1318,0.0%,"","","",""
5261833,"","",CVR12,CARDIAC PVR RESULT SCAN,1317,0.0%,"","","",""
3030539,"","",NUR1092,NEUROSURGICAL DRAINS,1317,0.0%,"","","",""
9226558,"","",DIET151,DIET COOL SOFT,1316,0.0%,"","","",""
8226196,"","",ECH170,CICU US LIMITED BEDSIDE ECHO,1315,0.0%,"","","",""
3419079,"","",IMG1375,CT TIBIA FIBULA LEFT WO IV CONTRAST,1315,0.0%,"","","",""
5072625,"","",IMG1376,CT TIBIA FIBULA RIGHT WO IV CONTRAST,1315,0.0%,"","","",""
8087216,"","",IMG3925,XR ANKLE 1 VW RIGHT (YH YHC),1315,0.0%,"","","",""
6026724,"","",IMG4902,ED DIAGNOSTIC BLADDER VOLUME EVAL,1313,0.0%,"","","",""
7431284,"","",PT43,PT VESTIBULAR REHAB,1313,0.0%,"","","",""
6801111,"","",ECH149,STRESS ECHO WITH EXERCISE W LTD DOPPLER IF INDICATED IMG ENHANCE,1313,0.0%,"","","",""
4449288,"","",IMG1665,CTA RENAL,1312,0.0%,"","","",""
1237563,"","",IMG4410,US DUPLEX LOWER EXTREMITY VENOUS UNI,1311,0.0%,"","","",""
7592195,"","",115210889,Y WORK UP SCHED BMT-SCT-CART,1310,0.0%,"","","",""
1573762,"","","","",1307,0.0%,"","","",""
8549139,"","",LAB6266,HEMATOPOIETIC PROGENITOR CELLS  APHERESIS     (YH),1305,0.0%,"","","",""
9098253,"","",NUR2263,SUPERVISION 1:1 FOR FEEDING,1304,0.0%,"","","",""
2914880,"","",IMG1587,MRI ADRENAL GLANDS W WO IV CONTRAST (BH YH YHC LM WH),1303,0.0%,"","","",""
8894957,"","",IMG2288,XR ABDOMEN 2 VIEWS PORTABLE,1303,0.0%,"","","",""
3843412,"","",PHA3,TPN  PHARMACY TO DOSE,1301,0.0%,"","","",""
7765873,"","",LAB7229,SUREPATH IMAGING PAP AND HPV MRNA E6 E7  GC CHLAMYDIA     (Q),1300,0.0%,"","","",""
3479974,"","",IMG3370,OSF MRI JOINT LOWER EXTREMITY BILAT,1299,0.0%,"","","",""
7576327,"","","","",1299,0.0%,"","","",""
6138049,"","",LAB7552,ZZZVIRAL CULTURE  LOWER RESPIRATORY W CMV ASSAYS (BH LMW YH),1298,0.0%,"","","",""
5125062,"","",PHA11,DARBEPOETIN  PHARMACY TO DOSE,1298,0.0%,"","","",""
6184464,"","",COR17,DIAGNOSTIC UNCERTAINTY,1297,0.0%,"","","",""
4162195,"","",IMG4584,MAMMO TOMO GUIDED BREAST BIOPSY LEFT (YH),1297,0.0%,"","","",""
1436618,"","",IMG163,FL CYSTOURETHROGRAM(BH GH YH LM WH),1296,0.0%,"","","",""
1056152,"","",IMG3944,US DUPLEX UPPER EXTREMITY VENOUS BILATERAL LIMITED,1296,0.0%,"","","",""
6220747,"","",CON283,IP CONSULT TO GEMS: WENDY GREY,1295,0.0%,"","","",""
3429324,"","",NEU135,EEG SLEEP DEPRIVED (BH),1294,0.0%,"","","",""
8933251,"","",LAB9786,ISOLATE REFERRAL TO YH (LAB USE ONLY),1293,0.0%,"","","",""
7283399,"","",LAB3098,HUMAN HERPESVIRUS-6 (HHV-6) BY PCR  CSF    (BH GH LMW YH),1288,0.0%,"","","",""
1962898,"","",LAB36881,MIGRATION GRADIENT TEST     (YMG),1287,0.0%,"","","",""
3391116,"","",IMG3924,XR ANKLE 1 VW LEFT (YH YHC),1283,0.0%,"","","",""
9642527,"","",IMG3683,XR SHOULDER BILAT AP INTERNAL AP EXT LAT AXILLARY(GH BH YH YC),1281,0.0%,"","","",""
5695633,"","",LAB6933,ZZZOVA AND PARASITE EXAMINATION     (BH),1281,0.0%,"","","",""
1100221,"","",LAB898,TISSUE CULTURE     (GH),1277,0.0%,"","","",""
2075323,"","",GI407,ENDOSCOPIC ULTRASOUND ERCP,1276,0.0%,"","","",""
9738854,"","",OPH33,HUMPHREY VISUAL FIELD - OU - BOTH EYES,1273,0.0%,"","","",""
9277267,"","",IMG5003,US PELVIS LIMITED W CONTRAST (LM),1273,0.0%,"","","",""
7466830,"","",YNEW3,NONBILLABLE WITH RVUS,1273,0.0%,"","","",""
3587450,"","",LAB6559,NEONATAL ABORH (BH GH LMW YH),1270,0.0%,"","","",""
6493628,"","",IMG4796,MRI BRAIN VERTIGO WO IV CONTRAST (YH),1270,0.0%,"","","",""
9729667,"","",LAB6463,SURGICAL PATH MOLECULAR DIAGNOSTICS     (BH YH),1269,0.0%,"","","",""
9236561,"","",145454,TRETINOIN TREATMENT CONDITIONS,1268,0.0%,"","","",""
4211543,"","",IMG3680,XR SHOULDER BILAT AP INTERNAL AP EXTERNAL LATERAL(BH GH YH),1267,0.0%,"","","",""
8338602,"","",IMG4603,MAMMO POST BIOPSY CLIP PLACEMENT LEFT NC (GH),1266,0.0%,"","","",""
6503640,"","",IMG3772,US DUPLEX LOWER EXTREMITY ARTERIES BILATERAL LTD,1260,0.0%,"","","",""
9824593,"","",OPH290,INTRAVITREAL INJECTION  PHARMACOLOGIC AGENT - OD - RIGHT EYE,1260,0.0%,"","","",""
7461884,"","",NUR8123,BED VERSA CARE P500 (LMH ONLY),1260,0.0%,"","","",""
4717576,"","",IMG2964,US MFM PREG> 14WKS LEVEL 1 TWINS (PERI ONLY)(GH YH BH NE LM),1259,0.0%,"","","",""
7832247,"","",IMG4197,US SOFT TISSUE MSK HIP RIGHT(YH LM WH),1259,0.0%,"","","",""
3012225,"","",LAB148,ZZZANA  BODY FLUID     (BH GH YH),1258,0.0%,"","","",""
3697073,"","",LAB10615,DEMENTIA  AUTOIMMUNE EVALUATION  CSF (YH),1258,0.0%,"","","",""
1510585,"","",CON35,IP CONSULT TO ALLERGY AND IMMUNOLOGY,1255,0.0%,"","","",""
5918111,"","",IMG1765,MRI CERVICAL THORACIC SPINE WO IV CONTRAST(GH YH BH YHC),1252,0.0%,"","","",""
3704194,"","",ANPRO85,CENTRAL LINE FOR ANESTHESIA,1250,0.0%,"","","",""
8003143,"","",LAB2679,BILIRUBIN  TOTAL  FLUID     (BH GH LMW YH),1244,0.0%,"","","",""
9296781,"","",IMG4970,XR HIP LEFT MINIMUM 4 VIEWS,1243,0.0%,"","","",""
1693328,"","",IMG4805,MRI PELVIS WO CONTRAST RADIATION THERAPY TP (YH BH),1243,0.0%,"","","",""
1605017,"","",IMG433,NM LUNG SCAN PERFUSION(YH GH BH LM),1242,0.0%,"","","",""
8143233,"","",IMG4604,MAMMO POST BIOPSY CLIP PLACEMENT RIGHT NC (GH),1242,0.0%,"","","",""
6437291,"","",IMG3317,OSF CT BRAIN CERVICAL SPINE,1241,0.0%,"","","",""
4172554,"","",IMG4965,ENDO ERCP FL,1241,0.0%,"","","",""
9559536,"","",IMG3663,PET IMPORT OUTSIDE IMAGES,1240,0.0%,"","","",""
9113573,"","",RT444,TRACH EVAL,1239,0.0%,"","","",""
4056793,"","",MYC4040,ENROLL PATIENT IN GH KNEE CARE COMPANION,1237,0.0%,"","","",""
1610026,"","",Y3405,YM POPH ECONSULT RESPONSE TAKES 21-30 MINUTES,1235,0.0%,"","","",""
2372203,"","",IMG2681,US MAP VESSEL HEMODIAL ACCESS,1234,0.0%,"","","",""
1240114,"","",IMG3694,FL ASPIRATION INJECTION MAJOR JOINT LEFT  (GH YH LM),1234,0.0%,"","","",""
7836552,"","",LAB5532,FAT  TIMED STOOL  QUANTITATIVE     (YH),1232,0.0%,"","","",""
1914501,"","",IMG284,MRI LUMBAR SPINE W IV CONTRAST(GH YH BH YHC WH),1230,0.0%,"","","",""
3052087,"","",LAB2689,BODY FLUID CULTURE AUTOMATED     (BH),1228,0.0%,"","","",""
8286094,"","",IMG2860,CT THORACIC SPINE BONE WO IV CONTRAST(YH BH LM WH),1227,0.0%,"","","",""
2613029,"","",IMG3679,XR CERVICAL SPINE LATERAL AND ODONTOID (BH YH),1227,0.0%,"","","",""
1712067,"","",REF147,AMB REFERRAL TO GERIATRICS PSYCHIATRY,1224,0.0%,"","","",""
9010082,"","",IMG1533,XR LOWER EXTREMITY INFANT BILATERAL AP AND LATERAL,1224,0.0%,"","","",""
7979867,"","",IMG1770,MRI CHEST ABDOMEN PELVIS WO IV CONTRAST (YH),1220,0.0%,"","","",""
1502029,"","",OPH1017,HVF OTHER  - OU - BOTH EYES,1220,0.0%,"","","",""
3542125,"","",PR908,BONES SPINE INJECTION (ORD),1220,0.0%,"","","",""
7054866,"","",IMG2469,CT LOWER EXTREMITY RIGHT W IV CONTRAST,1219,0.0%,"","","",""
7019525,"","",IMG4203,US SOFT TISSUE MSK ELBOW RIGHT(BH YH LM WH),1217,0.0%,"","","",""
5726650,"","",LAB442,REDUCING SUBSTANCES  STOOL,1216,0.0%,"","","",""
5376200,"","",IMG3590,US ASPIRATION INJECTION MAJOR JOINT LEFT,1216,0.0%,"","","",""
7135183,"","",IMG749,FL UPPER GI W AIR CONTRAST,1215,0.0%,"","","",""
3426187,"","",IMG3727,CT 2D RECONSTRUCTION (YH BH GH LM WH),1215,0.0%,"","","",""
7228432,"","",OPH291,INTRAVITREAL INJECTION  PHARMACOLOGIC AGENT - OS - LEFT EYE,1215,0.0%,"","","",""
1071873,"","",IMG2468,CT LOWER EXTREMITY LEFT W IV CONTRAST,1214,0.0%,"","","",""
6884987,"","",IMG1513,XR THORACIC SPINE AP LAT AND FLEXION AND EXTENSION(BH GH YH LM),1211,0.0%,"","","",""
4256801,"","",LAB1799,SURESWAB ADVANCED BACTERIAL VAGINOSIS (BV)  CT NG  TMA (ORANGE TUBE)   (Q),1209,0.0%,"","","",""
6009990,"","",IMG3773,US ANKLE BRACHIAL INDICE BILAT AND CW PVR LTD (YH),1208,0.0%,"","","",""
