care_site_id,Department
44188,FCHC BH ENROLLMENT AND REGISTRATION
21612,LMH ED XRAY
24062,YNH UROGYN ONC YPB 3
1635,SRC GEN SURGERY ORCHARD
2018,GH IMAGING CTR1 BD
1272,YNH AMB CARDIOLOGY SERVICE
1872,BH MILFORD CARDIAC SPECIALISTS
1097,YNH HVC POST PROCEDURE RECOVERY
43109,HOME CARE PLUS CHH GUILFORD
1188,YNH DRAW STATION HAMDEN
28984,YNH WP 4 MSCU NURSERY
1453,YNH NEUROLOGY
38559,NE URO FAIRFIELD BEACH ROAD
825,SRC SPEECH AND LANGUAGE
21875,BH WEST TOWER 9
43116,YNH SOCIAL WORK SMILOW ONCOLOGY NH
3573,NE PM PEDS TRUMBULL
1328,YNH GENETICS CLINIC
4083,LUDLOWE CENTER FOR HEALTH AND REHABILITATION
31333,YNH PEDI AUDIOLOGY OLD SAYBROOK
25053,LMH PODIATRY LIMB PRESERVATION
40323,YM COVID VACCINE FAIR CHCV HOME
39305,HOME CARE PLUS PRIVATE PAY
1234,YNH ASD FILE ROOM
41542,BH PCC SOCIAL WORK BEHAV HEALTH
24960,YNH NATERA
40099,NE OBGYN UNCASVILLE
1962,GH PHYSIATRY
1888,BH OUTPATIENT IMAGING FAIRFIELD MAMMO
1762,BH SURGEASE PERIOPERATIVE SERVICES
1203,YNH FOXON ULTRASOUND
1253,YNH PCC PEDIATRIC GENERAL CLINIC
3901,PRIMED PHYSICAL THERAPY
29968,CSHH PEDIATRICS 428 COLUMBUS
36774,SRC MAIN 5 OVERFLOW
1565,SRC DR XRAY
4217,FAIR HAVEN RIVERSIDE ACADEMY BEHAVIORAL
41555,YM SURG PLASTICS DME NEW HAVEN
549,FAMILY CENTERED SERVICES OF CT
1600,SRC ENDOCRINOLOGY SHERMAN
1859,BH HUNTINGTON MED TEST CTR
41682,YNH YCCI RESEARCH MASONICARE
23156,YNH HEALTH MGMT - NON - MRO
3509,NE WHITNEY INTERNAL MEDICINE
40303,KNOW YOUR NUMBERS
3500,VISITING NURSE AND HOSPICE OF FFLD CNTY
2412,YM SURGERY ENT STRATFORD
4166,YNH PEDI NEUROLOGY OLD SAYBROOK
18316,AMITY PHYSICAL THERAPY
41286,OPTHC BH FLOOD SBHC
1568,SRC FILE ROOM
2678,YALE DERMATOLOGY ASSOCIATES
28983,YNH WP 4 MATERNAL SPECIAL CARE
18006,LMMG NEURO NEW LONDON
30615,YNH SPINE CENTER LW ULTRASOUND
39813,YM VOICE CENTER GREENWICH
446,BH PEDIATRIC SURGERY SERVICE
29978,CSHH ADDICTION MED ANSONIA
506,YM GNH SURGERY
40219,SGE ANESTHESIA
44242,YM SURGERY GI FAIRFIELD KINGS HWY CUTOFF
44503,OPTHC BH 975 WELLNESS CENTER
3453,ALL ABOUT YOU HOME CARE
875,SRC RESPIRATORY THERAPY
1638,SRC NEUROLOGY ORCHARD
32041,YNH FETAL CARE ECHO
41361,OPTHC PED FAIRCHILD SBHC
24500,YNH ADULT DENTAL - HAMDEN DIXWELL
38629,NE PRACTICES: GREENWICH FLU FAIR CLINIC
42869,YNH HVC DISEASE MGMT 800 HOWARD
43996,GH PEDI RHEUMATOLOGY 500 W PUTNAM
1753,BH HEMODIALYSIS
1578,SRC NUC MED CARDIOLOGY
23057,LMH EKG/MONITORS
1236,YNH NEUROPHYSIOLOGY LAB
21460,LMH XRAY
30019,CSHH MEDICAL CMHC
24672,YNH SMILOW BREAST ONCOLOGY NORTH HAVEN
536,YNH NEONATAL INTENSIVE CARE SVCS
42375,NE IM SHU TRUMBULL
18909,YNH INFECTION PREVENTION
4177,CAMBRIDGE HEALTH AND REHABILITATION
509,YNH BLOOD BANK SERVICES
726,YNH BH CHILDREN BH WCC-TOWER 5
18010,LMMG JOSLIN STONINGTON
18267,ROSEGARDEN HEALTH & REHAB CENTER
244,EMC X-RAY IMAGING
2225,YMG EP TRANSMISSION
3395,METABOLISM ASSOCIATES - BRANFORD
2438,YM CARDIOLOGY HAMDEN
2635,NE WALK-IN SHELTON BRIDGEPORT AVE
21523,WH WOOD RIVER BREAST IMAGING
499,YNH CENTRAL SCHEDULING
3385,APRIA HEALTHCARE
42893,YM WHA MIDWIVES NORTH BRANFORD
1292,YNH INFECTIOUS DISEASE
2200,YM PEDI RESPIRATORY GREENWICH
914,BH BURN SERVICE
546,ELIM PARK HEALTH CARE
2066,GH TUCKAHOE FERTILITY & IVF CTR
4315,YM CARDIOLOGY WATERBURY
40088,YM DIGESTIVE DISEASE GUILFORD
344,INTERFACE DEFAULT
4222,YNH HVC BRANFORD CARDIAC SERVICES
1781,BH MILL HILL XRAY
27749,STAR MEDICAL CARE PLLC
21674,LMH GASTROENTEROLOGY SERVICE
43111,HOME CARE PLUS CHH MATERNAL CHILD GUILFORD
38180,GH NEUROPHYSIOLOGY
3375,ADVANCED DIAGNOSTIC PAIN TREATMENT - MIDDLETOWN
675,ORANGE HEALTH & REHAB CENTER
23997,WH ICU REMOTE MONITORING
42620,BH MEDEASE OBGYN GENERAL
41344,OPTHC IM CHASE
21507,WH BREAST IMAGING
2220,YMG VASCULAR SURGERY
4297,COLUMBUS HOUSE
3961,YALE SCHOOL OF MEDICINE LAB
2136,YM OBGYN GENERAL
2752,YHC ENDOSCOPY
971,YNH SP 54 HVC
43198,OPTHC FIN EAST MAIN STREET
3549,SRC VERDI 3 WEST MICU
2264,YMG NEUROLOGY MOVEMENT (BOTOX)
41378,OPTHC PODIATRY ATLANTIC
43990,GH PEDI CARDIOLOGY 500 W PUTNAM
39626,SRC COVID VACCINE FAIR OCC HEALTH
3406,YSN MIDWIVES - CHAPEL
585,YM IM ENDOCRINOLOGY
29959,CSHH CONVENIENT CARE 428 COLUMBUS
931,STRATFORD VNA
810,NEW HAVEN COMMUNITY MEDICAL GROUP
43766,YM ST CT WOMENS HEALTHCARE 251 MAIN WESTPORT
1823,BH PRIMARY CARE PULMONARY
38627,NE PRACTICES: BRIDGEPORT FLU FAIR CLINIC
1196,YNH HAMDEN BONE DENS
37253,WH EMPLOYEE RX PHARMACY
3373,NE DR ROCHELLE TURETSKY
39930,COMMUNITY COVID VACCINE FAIR-HCP MILFORD
2395,YMG CSC ACADEMIC SKILLS CLINIC-STAMFORD
26329,YM CMC MULTISPECIALTY
44579,YALE NEW HAVEN URGENT CARE SHELTON
29317,YM NEUROLOGY MOVEMENT NEW LONDON
2601,NE PERINATOLOGY OF BH
36772,YNH EP 48 MATERNAL SPECIAL CARE
45408,CENTRAL SCHEDULING - PLASTIC SURGERY
29261,AFFILIATED FOOT AND ANKLE STRATFORD
29319,YM NEUROLOGY ID NEW LONDON
35666,GH RADIOLOGY OVERFLOW
2038,GH HASC PREOP/PACU
38066,WH MASS TESTING
38197,WEST RIVER REHAB CENTER
21722,LMH PEQUOT CENTRAL PHARMACY
42520,FAIR HAVEN SBHC BH MARY TISKO
21917,EAR NOSE & THROAT ASSOC OF SOUTHEASTERN CT
1198,YNH DRAW STATION EAST HAVEN
2502,NE CHAPEL PEDIATRICS
2695,DR DAVID MELCHINGER
3501,OPTUM
21538,LMH DRAW STATION CANCER CENTER
26390,YNH PEDI DENTAL CRANIOFACIAL
916,EVERGREEN WOODS ASSISTED LIVING
4060,YM PEDI NICU FETAL CLINIC
1346,YNH SMILOW MALIG HEMATOLOGY
3953,MANSFIELD FAMILY PRACTICE
18040,GRIFFIN FACULTY PRACTICE PLAN - DERBY
42871,NE HVC DISEASE MGMT QUARRY RD
18314,HAMDEN OUTPATIENT PHARMACY SERVICES
24990,ANCHOR HEALTH INITIATIVE-NEW HAVEN
42405,NOVO WOMEN'S HEALTH MILFORD
1287,YNH VASCULAR SURGERY
2374,YMG PEDI NORWALK ORTHO
1060,YNH PERIOP SVCS NP
1116,YNH PEDI LW CRANIOFACIAL CLINIC
2063,GH BREAST CTR MAMMO
4272,GH BENDHEIM LAB
433,BH GERIATRICS SERVICE
41298,OPTHC PED HARDING SBHC
2107,YM OBGYN PERINATOLOGY NEW HAVEN SRC
2237,YM NEUROSURGERY STEREOTACTIC AND FUNCTIONAL
2739,FAIRFIELD COUNTY ALLERGY - NORWALK
29953,CSHH ORTHOPEDICS 428 COLUMBUS
27137,YNH SHORELINE SURGICAL CENTER
1027,YNH PHOTOPHERESIS SERVICE
35816,BH PRE-ADMISSION TESTING PAMC
1273,YNH TXP INT MED NEW HAVEN
1182,YNH BRANFORD HIGH SBHC
29253,YM RAD ONC HN MDC TRUMBULL
603,YM PEDI MEDICAL TOXICOLOGY
1095,YNH PEDI INVASIVE CARDIOLOGY
1654,SRC PAIN MANAGEMENT
1667,SRC BARNARD SBHC
42512,YNH PEDI OBESITY OLD SAYBROOK
22218,LMMG LMH SLEEP
827,YNH DRAW STATION PRINCE ST
1788,BH CARDIAC SERVICES
2401,YM SURGERY CARDIOTHORACIC SRC
36302,YNH EP 48 NURSERY
2301,YMG PEDI RHEUMATOLOGY SERVICE
2728,"STEPHEN B. CASTRACANE, MD"
524,YNH ARIA RADIATION THERAPY COST CENTER DEPARTMENT
2584,NE DR JUDY L. BOSLOW
38447,YM ORTHO 800 BPR GUILFORD
817,SRC MICROBIOLOGY
1160,YNH SHORELINE MRI
2744,YHC ATHLETIC MEDICINE
3499,YM CARDIOLOGY PLAINFIELD
2755,YHC IMMUNOLOGY
21749,NE GEN SURG WESTERLY
2419,YM CT COASTAL OBGYN MILFORD
27763,YNH EMG OLD SAYBROOK
26347,YNH VASCULAR SURGERY SERVICE
30158,MC ANESTHESIA
38580,BH FLU FAIR CLINIC OCC HEALTH
1626,SRC ATWATER SENIOR CENTER
21489,LMH PEQUOT MRI
430,BH ENDOCRINOLOGY SERVICE
30413,MC DIAGNOSTIC TREATMENT CENTER
1204,YNH FOXON XRAY
24209,NE WH WOUND
2714,FAIR HAVEN SBHC PEDI WILBUR CROSS HS
40098,CSHH WOMENS HEALTH 410 W HAVEN
4110,NE EDITH JOHNSON SENIOR CENTER
1369,YNH SMILOW LAB SPECIMENS
19662,ZZZLMH CARDIAC REHAB
21618,LMH PEQUOT REHAB SERVICES
1695,BH SCHINE 9
2647,NE CS CARD TRUMBULL SILVER LANE
4098,NEW LONDON REHAB AND CARE OF WATERFORD
3856,MDLIVE
30010,CSHH BH OUTPATIENT SCRC
645,UTOPIA HOMECARE INC
732,YNH BH CHILDREN BH INTERMEDIATE CARE AREA
43035,NE GYN GUILFORD DURHAM RD
4120,LAB FOR BACKUS HOSPITAL
29289,ID SPECIALISTS OF FAIRFIELD
26630,DIGESTIVE DISEASE ASSOCIATES - HAMDEN
2455,NE SOUTHERN CONNECTICUT INTERNAL MEDICINE
18005,LMMG CARDIO NEW LONDON
21617,LMH WATERFALL REHABILITATION
503,STERLING CARE HOME HEALTH SVCS
1065,YNH DR XRAY
29248,YNH SMILOW TOBACCO NORTH HAVEN
495,YNH SOCIAL WORK
606,YM PEDI HEM ONC
2260,YM NEUROLOGY EPILEPSY NEW HAVEN
44598,YALE NEW HAVEN URGENT CARE STRATFORD
44245,YNH SMILOW VIRTUAL EDUCATION
1528,SRC VERDI 4 EAST REHAB
41338,OPTHC PODIATRY PARK CITY
19834,BEL-AIR MANOR
1317,YNH PEDI RHEUMATOLOGY SERVICE
1515,SRC LABOR & DELIVERY
3929,YNH PFT ALLERGY & IMMUNOLOGY CLINIC
23181,YNH PEDI NORWALK ENT
41127,GH LONG RIDGE ROAD LAB
4301,EDGEHILL
553,PARADIGM HEALTH CARE CENTER OF SOUTH WINDSOR
4233,AETNA
4102,BH MILFORD CARDIAC SERVICES CS - COMMERCE
4243,LAB FOR DAY KIMBALL HOSPITAL
21398,LMH PSYCHIATRY SERVICE
18787,GH BODY FLUIDS
21428,LMH ADMITTING
29101,ZZYNH PEDI RESPIRATORY 500 W PUTNAM
30653,NE VIDEO CARE ONDEMAND
1190,YNH ADULT DENTAL - HAMDEN
2171,YMG TEMPLE NEURO
1356,YNH SMILOW RAD ONC OFF DAY
19826,GH NUTRITIONAL CARDIOLOGY VALLEY DR
4216,FAIR HAVEN SBHC BH J MARTINEZ
38540,YHC YSM LANMAN
19130,NE BARIATRIC REHAB GRIMES
29121,GH RADIOLOGY 500 W PUTNAM
31525,YNH DERMATOLOGY NORTH HAVEN
426,GH UROLOGY SERVICE
1082,YNH US ED PEDI PHYS
1307,YNH MAURO-SHERIDAN SBHC
4286,MARLBOROUGH HEALTH AND REHAB CENTER
27761,MYCHART MESSAGING
1681,BH BURN UNIT (SCHINE 4)
21590,WATERBURY NEUROLOGY
38505,YHC YU DAVENPORT - PIERSON
1078,YNH DR WP PEDI US
2450,NE YALE HOSPITALIST
4111,NE IM COS COB
29775,YM OPHTHALMOLOGY BOSTON GUILFORD
1263,YNH ACP COMPREHENSIVE COUNSELING
2658,NE GI PHYSICIANS OF GH
2786,DMO COMMUNITY DEPT
24774,NE PM URO BRIDGEPORT MAIN ST
2303,YMG PEDI CARDIOTHORACIC SURGERY
3993,REFERRAL LINK PROVIDERS
24590,YNH PEDI ORAL MAXILLOFACIAL SURG
21714,LMH CC LABORATORY
32072,NE WALK IN MOHEGAN SUN
40116,YNH PEDI FOOD ALLERGY PREV TRUMBULL
634,FAMILY CARE VISITING NURSE AGENCY
35482,SRC MCGIVNEY OVERFLOW
39220,NE GI FAIRFIELD KINGS HWY
428,BH CARDIOTHORACIC SURGERY SERVICE
22101,NE GH NEUROLOGY OF GREENWICH
30160,MC MAIN OR
31511,YM NEUROLOGY EMG 670 MILFORD
36305,SRC SR LOUISE ANTHONY 5 MEDICINE
2557,NE SR GERIATRICS ORCHARD CENTER
21670,LMH NEUROSURGERY SERVICE
21751,NE OBGYN WESTERLY
2459,NE IM WOODBRIDGE
3981,YNH OLD SAYBROOK ULTRASOUND
43426,NE NEURO WESTERLY
18896,YNH PEDI CSC SMILOW
44018,FAIR HAVEN SBHC BH MBA
39648,NE COVID VACCINE FAIR NEW LONDON
1596,SRC OB/GYN CHAPEL
43444,YNH OHE COMMUNITY OUTREACH
898,MORROW CHIROPRACTIC CENTER
2034,GH BEHAVIORAL HOLLY HILL
24915,YNH OBGYN GEN ADOLES PARK TRUMBULL
21464,LMH CARDIOVASCULAR ULTRASOUND
40379,CSHH MEDICAL 410 W HAVEN
30009,CSHH MEDICAL SCRC
41374,OPTHC ACU ATLANTIC
1507,SRC VERDI 3 EAST HVC
1658,SRC OP/IOP/PHP SERVICES ADOLESCENT - NEW HAVEN
21657,LMH SURGERY SERVICE
1344,YNH SMILOW HEMA DAY HOSPITAL
22203,SHORELINE CLINIC
1230,YNH NEW HAVEN CT
2554,NE SR PODIATRY MULTI SPECIALTY
43827,NE PM ENDO MILFORD
18077,ATHENA HOME HEALTH CARE
19798,FAIR HAVEN ADULT MAAS
3394,METABOLISM ASSOCIATES - NEW HAVEN
19739,ZZZLMH CROSSROADS POCT
30453,MC BOSTON POST RD XRAY
605,YM PEDI NEPHROLOGY
3951,YNH QUEST
2155,YM OBGYN REPRO GUILFORD CHURCH ST
21442,LMH CARDIAC REHAB
1085,YNH MAMMOGRAPHY VAN
1114,YNH PEDI LW RHEUMATOLOGY
29233,ZZYNH PEDI GI 500 W PUTNAM
41699,YM SURGERY BARIATRICS WESTPORT
30034,CSHH CALL CENTER
38340,SRC MAIN 6 MCGIVNEY
29109,ZZYNH PEDI ORTHO 500 W PUTNAM
38270,NE BEHAVIORAL MED OLD SAYBROOK
24708,NE INTERNAL MEDICINE WHITE PLAINS TRUMBULL
2633,NE SURGICAL SPECIALIST OF GREENWICH
21545,LMH FLANDERS REHAB SERVICES
24394,YNH EP 88 MSCU NURSERY
1053,YNH SPOR HOLDING AREA
3504,NE OBGYN SPEC OF WESTCHESTER STAMFORD
3931,YM MATERNAL FETAL MEDICINE WESTPORT US
4258,YNH SCCC WATERBURY LAB
3551,YM CHCV INFECTIOUS DISEASE
40260,HCP SOUTH CENTRAL PRIVATE PAY
29565,MILFORD RADIOLOGY
32034,YNH EP 106 OVERFLOW
39363,YNH ANATOMIC PATHOLOGY CONVERSION
42873,YM HVC DISEASE MGMT NEW LONDON
2422,YM OBGYN REPRO STAMFORD
44568,CSHH BH RWC OP
21396,LMH QUEST CHANTILLY
21756,NE PAIN MGMT WAKEFIELD
35030,YNH OCCUPATIONAL HEALTH
38625,YNH YALE PHYSICIAN'S BUILDING FLU FAIR CLINIC
360,DIALYSIS
821,YM HLA LAB
2039,GH IMAGING CTR1 XRAY
2607,NE CARDIOLOGY ADULT
21475,LMH SLEEP LAB 3.6
2415,YM CT COASTAL OBGYN NEW HAVEN
4080,YMG CARDIOLOGY GROTON
2118,YM SOUND OBGYN ESSEX
3943,YNH DRAW STATION OLD SAYBROOK
2474,NE DR ROBERT HENRY
3548,YNH PLASTIC SURGERY GUILFORD
1455,YNH SML SURVIVORSHIP-NORTH HAVEN
1861,BH HUNTINGTON XRAY
41270,OPTHC BH BARNUM
39895,YHC YU 109 GROVE ST
2219,YMG VEIN CENTER
42773,"LINDSAY T. DAVIS, M.D."
2445,YM CARDIOLOGY WEST HAVEN
1194,YNH HAMDEN ULTRASOUND
2485,NE ULTRASOUND
38223,SNF MASS TESTING - BRIDE BROOK
1121,YNH LW NEONATAL CLINIC
43197,FAIR HAVEN GRAND PHARMACY SHORELINE
391,YNH DENTISTRY SERVICE
21501,WH IV THERAPY
1987,GH CT SCAN
984,YNH EP 95 MEDICINE
26624,SRC MCGIVNEY PREOP/PACU
1438,YNH NORWALK PED US
2031,GH HEALTHY LIVING CENTER
24976,YNH ACTX
604,YM PEDI NEONATOLOGY
24728,YNH WP 11 NEONATAL ICU
2733,NUTMEG PED PULM BR
2180,YM SURGERY GI NEW HAVEN TEMPLE ST
21608,LMH PACU
763,ST JOSEPHS CENTER
38557,YNH PEDI ENT OLD SAYBROOK
41714,YNH COVID VACCINE PSC WP2
42524,YNH PEDI OBESITY LONG WHARF
21513,WH PERIOPERATIVE SERVICES
30170,CSHH BH TROUP SBHC
18608,GH LRR XRAY
18056,US RENAL CARE ORANGE HOME
2164,YMG NEUROLOGY MS CENTER
1171,YNH DRAW STATION LONG WHARF
2442,YM ICM ST FRANCIS
1675,SRC DRAW STATION MONTOWESE
1924,GH SURGICAL A - GENERAL SURGERY
30150,YNH ADULT DENTAL - LONG WHARF
1476,YNH SMILOW SURVIVORSHIP
40639,YM ENDOCRINOLOGY STAMFORD
2470,NE DRS. ADELSBERG & WOLLSCHLAGER
657,ARDEN CARE CENTER
2696,DR RICHARD BREIER
1343,YNH SMILOW HEMA CLINIC
36304,YNH SMILOW RAPID EVALUATION CLINIC
24502,YNH ORAL MAXILLOFACIAL SURGERY
26346,YNH THORACIC ONCOLOGY SURGERY SERVICE
2468,NE DR KRISTINA RATH - HAMDEN
30036,CSHH MEDICAL CHURCH ST SBHC
31332,YNH SPINE CENTER DEVINE ULTRASOUND
19122,YM GENERAL NEURO STAMFORD
43512,CSHH BH GSP PHP/IOP
1002,YNH SP 71 SICU
1418,YNH SMILOW SHARON
2513,NE PEDS HAMDEN
4265,GH QUEST TETERBORO
28841,YNH OUTPATIENT PHARMACY SERVICES
1516,SRC SR LOUISE ANTHONY 5 NURSERY
754,CONNECTICUT SPINE AND REHAB
42585,NE ENT STAMFORD
18011,LMMG PRI CARE STONINGTON
854,YNH NORTH HAVEN URGENT CARE DRAW STATION
2418,YMG COUNTY OB - MADISON
1710,BH CHILD FIRST ADULT
1426,YNH PEDI NORWALK HEMATOLOGY/ONCOLOGY
45644,INTERNAL MEDICINE & FAMILY PRACTICE WASH AVE
4239,YNH PEDI TRUMBULL NUTRITION
41837,YNHHS HOME HOSPITAL ED
43970,FCHC BH CLOONAN MIDDLE SBHC
21932,NE SHELTON WALK-IN
665,APPLE REHAB LAUREL WOODS
43804,YNH PEDI CSC TRUMBULL
2289,YMG PEDI GENETICS CLINIC
24115,GH THE OSBORN LAB SPECIMENS
41665,YNH CLOSER TO HOME LOUNGE
508,BH CHARGE CONVERSION
1533,SRC HEMODIALYSIS
2287,YMG EP GRIFFIN HOSPITAL
29964,CSHH INTERNAL MEDICINE 428 COLUMBUS
39876,YNH COVID VACCINE FAIR PARSONS CENTER
1419,YNH DRAW STATION SMILOW SHARON
2379,YM CSC OUTPATIENT NH YORK ST
30038,CSHH MEDICAL LINCOLN BASSETT SBHC
2112,YM OBGYN CLIN PATH CONSULTS
2215,YMG YNHH PERINATOLOGY
4167,YNH PEDI NEPHROLOGY OLD SAYBROOK
45148,YM SOUND OBGYN 246 GUILFORD
371,BH RESPIRATORY THERAPY
1769,BH UROLOGY PRE OP/PACU
3386,COMMUNITY HEALTH NETWORK OF CT
21630,WH WOOD RIVER XRAY
37895,GH PAIN MGMT HOLLY HILL XRAY
30621,YNH BARIATRIC SEMINAR TRUMBULL
39456,BH WALK-UP TRAILER OCC HEALTH
424,GH RHEUMATOLOGY SERVICE
39974,NE GYN WESTERLY
3437,YNH PEDI TRUMBULL PULMONARY FUNCTION TEST
21620,WH DIABETES
574,MIDDLESEX HOSPITAL HOMECARE
25052,LMH VASCULAR SURG LIMB PRESERVATION
30403,CSHH BH HAMDEN MIDDLE SCHOOL SBHC
3440,VETERAN AFFAIRS CASE MANAGEMENT
1668,SRC TROUP SBHC
24262,YNH SP 74 MATERNAL SPECIAL CARE
30628,GH PUTNAM AVE PEDI ECHO
353,SPIRITUAL CARE
1267,YNH GI PROCEDURE CENTER
1964,GH LABORATORY SPECIMENS
622,YM SURGERY THORACIC ONCOLOGY
30432,ZZYNH PEDI DIGESTIVE & BLADDER REHAB
2623,NE INT MED BEACH RD FAIRFIELD
31389,LMH 5.2 PROGRESSIVE CARE UNIT
1437,YNH NORWALK PED XRAY
2760,YHC OBSTETRICS AND GYNECOLOGY
1550,SRC VERDI 2 SOUTH OBSERVATION
30784,NE MC WOUND
2076,YMG PEDI LW DEVELOPMENTAL BEHAVIORAL
902,BH PYXIS EMERGENCY SERVICES COST CENTER DEPARTMENT
1956,GH HEALTH INFO MGMT
4275,NE IM EAST HAVEN
44177,LMH OUTPATIENT PHARMACY
4304,BEECHWOOD POST ACUTE AND TRANSITIONAL CARE
1559,SRC DR CT SCAN
24181,NE OBGYN PURCHASE US
38149,YNH SMILOW THORACIC SURGERY
1490,SRC CARDIAC INTENSIVE
39519,YM SURGERY BARIATRICS TRUMBULL
40376,CSHH BH 410 W HAVEN - ADULT
38630,NE PRACTICES: NEW LONDON FLU FAIR CLINIC
21770,NE BEHAVIORAL MED STONINGTON
1108,YNH PEDI LW GI
2291,YMG OUTPT SURGERY
2758,YHC NEUROLOGY
1376,YNH PEDI GUILFORD CARDIOLOGY
884,SRC MOSAIQ RADIATION PHYSICS COST CENTER DEPARTMENT
1727,BH PC ORTHOPEDICS (INACTIVE)
21537,LMH DRAW STATION NL MOB
42588,FAIR HAVEN BH BELLA VISTA
2420,YM ORTHO MILFORD
28885,GH HVC CARDIAC SERVICES PUTNAM
1489,SRC CELENTANO 4
30172,CSHH BH DAVIS SBHC
21328,SPECTRUM HEALTHCARE LLC
2380,YM CSC IN HOME MDFT
2761,YHC OPHTHALMOLOGY
42874,BH HVC DISEASE MGMT MILL HILL
1911,GH MEDICAL ONCOLOGY
2490,NE PEDS OLD SAYBROOK
21771,NE IM GROTON
1570,SRC IMAGING PRE/POST PROCEDURE
4058,STRONG WOMENS HEALTH
963,YNH EP 107 MEDICINE
468,GH ANESTHESIA US
1209,YNH WEST HAVEN BONE DENS
29763,YNH GENETIC COUNSELING PARK AVE
29975,CSHH DENTAL TRUMAN SBHC
997,YNH SP 62 NEUROSURGERY ICU
2553,NE SR ORTHOPEDICS
39980,NE WALK IN UNCASVILLE
41347,OPTHC BH WEST HAVEN SBHC
740,YNH BH CHILDREN BH NEUROLOGY
4252,VALERIE MANOR
22340,LMH 3.0 SURGE
1967,GH SMILOW SPECIALTY PHYSICIAN PROGRAM
3964,YNH NEWBORN SCHEDULING CLINIC
41242,YNH MFM PSYCH CLINIC LW
1448,YNH NORTH HAVEN LAB SPECIMENS
933,BH MEDICINE RESEARCH
24063,YNH UROLOGY YPB 3
32067,YM HVC EB GROTON
29096,YNH SMILOW TOBACCO TRUMBULL PARK
2255,YMG ALLERGY/IMMUNOLOGY
2743,YHC ALLERGY
30031,CSHH AUDIOLOGY STATE ST
3824,SRC ADULT PRIMARY CARE DERMATOLOGY
1531,SRC RAD ONCOLOGY
32074,NE CARDIO MONTAUK
43429,GH SMILOW UROLOGY
21678,LMH PULMONARY SERVICE
29283,NE GAYLORD INPATIENT
1728,BH PRIMARY CARE PEDIATRIC
18015,LMMG PRI CARE OLD LYME
42847,YM NEUROLOGY GENERAL NORTH HAVEN
1001,YNH WP 7 PEDIATRIC INTENSIVE CARE
1546,SRC WOUND WHIRLPOOL
1679,BH MEDEASE TREATMENT
883,BH BLOOD BANK COST CENTER DEPARTMENT
42576,NE PM IM MILFORD POST RD
1119,YNH SPINE REHAB
2358,YM GNH OBGYN ORANGE
39622,LMH COVID VACCINE FAIR OCC HEALTH
1219,YNH TSC ENDOSCOPY SUITE
2530,NE SR PSYCH HOSP SVCS INPT
2546,NE SR PSYCH PHP/IOP BRANFORD
40685,YNH PEDI GENDER PROG TRUMBULL
40362,YNH CCSU TESTING
4053,YNH PEDI NEUROLOGY EPILEPSY
1802,BH FAIRFIELD CARDIAC SERVICES CS
796,NEWTON-FOSTER HOME CARE AGENCY
3566,NE PM PHYSICAL THERAPY TRUMBULL
42160,YM UROLOGY ORANGE
1549,YNHHS SCREENING CLINIC
829,YNH DRAW STATION BRANFORD
1161,YNH SHORELINE ULTRASOUND
41282,OPTHC IM WOODLAND
1954,GH INPATIENT PHARMACY
43824,YNH COVID LONG HAUL ORCHARD
1212,YNH NEUROLOGY MS CENTER
4319,BLYTHEDALE CHILDREN'S HOSPITAL
1623,SRC OCC HEALTH HAMDEN XRAY
37256,NE POST COVID FOLLOW UP BH
1846,BH ANTENATAL PARK AVE
40100,CSHH WOMENS HEALTH DIXWELL
2029,GH LAB SPECIMENS DEL
31527,YM RAD ONC BREAST MDC TRUMBULL
4254,SRC MOSAIQ HAMDEN RADIATION ONCOLOGY
2457,NE IM GUILFORD DURHAM RD
29965,CSHH NEUROLOGY 428 COLUMBUS
30164,CSHH BH HILL CENTRAL SBHC
2191,YMG PEDI GUILFORD CARDIOLOGY
21622,WH MEDICATION MGMT
1256,YNH PULMONARY FUNCTION TESTING
38926,YM GYN ONC GREENWICH
39214,YM PSYCH BEHAV HEALTH ONCOLOGY PARK
3502,GH 31 RIVER RD LAB DRAW
38494,YNH DENTAL BILING OFFICE
43806,YNH SMILOW PEDI HEM ONC COAG
2417,YM CT COASTAL OBGYN MADISON
30445,MC WOUND CENTER
2084,YMG PEDI LW NEPHROLOGY
737,YNH BH CHILDREN BH PULMONARY REHAB
750,PENDLETON HEALTH AND REHAB CENTER
37258,NE POST COVID FOLLOW UP YH
1337,YNH SMILOW BREAST-GYN SUITE
2564,NE SR ELDERCARE HAMDEN
3539,NE PM IM FAIRFIELD KINGS HWY EAST
44374,ADVANCED CARDIOVASCULAR SPECIALISTS - MAIN
2596,NE BILLING OFFICE
1179,YNH IOP ADOLESCENT
2145,YMG ENT - STRATFORD
891,YALE SURGICAL COMPANY
2192,YMG PEDI GUILFORD ENDO
43688,YNH PEDI NEUROSURGERY TRUMBULL
40900,YNH PEDI HEPATOLOGY TRUMBULL
4090,YM PEDI CARDIOLOGY NORWICH
29129,ADVANCED DIAGNOSTIC PAIN TREATMENT NORWICH
2212,YMG DANA ENDOCRINOLOGY
41066,YM NEUROSURGERY WALLINGFORD
41278,OPTHC BH BARNUM SBHC
2423,YMG CSC ACADEMIC SKILLS SUMMER ST
2741,FAIRFIELD COUNTY ALLERGY - STAMFORD
43331,YNH DIG HLTH NUTRITION WESTBROOK
