procedure_id,concept_name,concept_id,code,procedure_code,procedure_description,frequency,percentage,domain_id,vocabulary_id,concept_code,concept_class_id
8738842,"Magnetic resonance (eg, proton) imaging, pelvis; with contrast material(s)",2211427,CPT4,72196,"PR MRI, PELVIS W/CONTRAST",70,0.0%,Procedure,CPT4,72196,CPT4
5207917,"Extracorporeal shock wave involving musculoskeletal system, not otherwise specified, high energy",2101605,CPT4,0101T,PR EXTRACORPOREAL SHOCK WAVE MUSCSKEL SYS NOS,70,0.0%,Procedure,CPT4,0101T,CPT4
2724209,Canthotomy (separate procedure),2111095,CPT4,67715,PR INCISION OF EYELID FOLD,70,0.0%,Procedure,CPT4,67715,CPT4
4174823,"Fasciotomy, iliotibial (tenotomy), open",2104964,CPT4,27305,"PR FASCIOTOMY,ILIOTIBIAL,OPEN",70,0.0%,Procedure,CPT4,27305,CPT4
5266061,"Unlisted laparoscopy procedure, spermatic cord",2110021,CPT4,55559,"PR LAP,SPERMATIC CORD PROC,UNLIST",70,0.0%,Procedure,CPT4,55559,CPT4
5341673,Cystourethroscopy (including ureteral catheterization); with subureteric injection of implant material,2109798,CPT4,52327,"PR CYSTOSCOPY,INJECT IMPLNT MATERIAL",70,0.0%,Procedure,CPT4,52327,CPT4
5622801,"Suture of recent wound, eyelid, involving lid margin, tarsus, and/or palpebral conjunctiva direct closure; partial thickness",2111128,CPT4,67930,"PR SUTURE EYELID WOUND,PARTIAL THICK",70,0.0%,Procedure,CPT4,67930,CPT4
5385366,"Injection procedure during cardiac catheterization including imaging supervision, interpretation, and report; for selective coronary angiography during congenital heart catheterization (List separately in addition to code for primary procedure)",40756840,CPT4,93563,PR NJX SEL HRT ART CONGENITAL HRT CATH W/S&I,69,0.0%,Procedure,CPT4,93563,CPT4
7994186,"Debridement including removal of foreign material at the site of an open fracture and/or an open dislocation (eg, excisional debridement); skin, subcutaneous tissue, muscle fascia, and muscle",2101920,CPT4,11011,PR DEBRIDE ASSOC OPEN FX/DISLOC SKIN/MUSCLE,69,0.0%,Procedure,CPT4,11011,CPT4
2848423,Percutaneous transcatheter closure of patent ductus arteriosus,44816448,CPT4,93582,PR PERCUTAN TRANSCATH CLOSURE PAT DUCT ARTERIOSUS,69,0.0%,Procedure,CPT4,93582,CPT4
3788983,"Open treatment of radial head or neck fracture, includes internal fixation or radial head excision, when performed; with radial head prosthetic replacement",2104020,CPT4,24666,OPEN TX RADIAL HEAD/NECK FRACTURE PROSTHETIC,69,0.0%,Procedure,CPT4,24666,CPT4
4097717,"Osteotomy, with or without lengthening, shortening or angular correction, metatarsal; multiple (eg, Swanson type cavus foot procedure)",2105665,CPT4,28309,"PR OSTEOTOMY METATARSALS,MULTIPLE",69,0.0%,Procedure,CPT4,28309,CPT4
3455634,"Tenotomy, shoulder area; single tendon",2103681,CPT4,23405,"PR INCISE TENDON/MUSCLE,SHLDR,SINGLE",69,0.0%,Procedure,CPT4,23405,CPT4
5752012,"Telephone evaluation and management service by a physician or other qualified health care professional who may report evaluation and management services provided to an established patient, parent, or guardian not originating from a related E/M service pro",2514550,CPT4,99443,HCPR PHYS/QHP PHONE EVALUATION 21-30 MIN,69,0.0%,Procedure,CPT4,99443,CPT4
4025061,"Repair of nonunion or malunion, humerus; with iliac or other autograft (includes obtaining graft)",2103958,CPT4,24435,"PR REPAIR NON/MALUNION HUMERUS,GRAFT",69,0.0%,Procedure,CPT4,24435,CPT4
3383439,"Esophagogastroduodenoscopy, flexible, transoral; with transmural drainage of pseudocyst (includes placement of transmural drainage catheter[s]/stent[s], when performed, and endoscopic ultrasound, when performed)",2108888,CPT4,43240,PR EGD TRANSORAL TRANSMURAL DRAINAGE PSEUDOCYST,69,0.0%,Procedure,CPT4,43240,CPT4
9968395,"Diagnostic analysis of cochlear implant, patient younger than 7 years of age; with programming",2313763,CPT4,92601,"DX ANAL COCHLEAR IMP,PT <7 YRS,W/PROG",69,0.0%,Procedure,CPT4,92601,CPT4
8725396,"Psychological or neuropsychological test administration and scoring by physician or other qualified health care professional, two or more tests, any method; first 30 minutes",927174,CPT4,96136,PR PSYL/NRPSYCL TST PHYS/QHP 2+ TST 1ST 30 MIN,69,0.0%,Procedure,CPT4,96136,CPT4
5154337,"Percutaneous aspiration within the nucleus pulposus, intervertebral disc, or paravertebral tissue for diagnostic purposes",2110606,CPT4,62267,PR PERCUT ASPIRATION VERTEBRAL DISC,69,0.0%,Procedure,CPT4,62267,CPT4
4588522,Closed treatment of ulnar shaft fracture; with manipulation,2104272,CPT4,25535,"PR CLOSED RX ULNA SHAFT FX,MANIPULATN",69,0.0%,Procedure,CPT4,25535,CPT4
3704477,"Closed treatment of greater trochanteric fracture, without manipulation",2104919,CPT4,27246,PR CLOSED RX GR TROCHANTERIC FX,69,0.0%,Procedure,CPT4,27246,CPT4
9623173,Endolymphatic sac operation; with shunt,2111269,CPT4,69806,PR ENDOLYMPH SAC OP W SHUNT,69,0.0%,Procedure,CPT4,69806,CPT4
2496650,"Drainage of abscess of palate, uvula",2108723,CPT4,42000,PR DRAINAGE ABSCESS PALATE/UVULA,68,0.0%,Procedure,CPT4,42000,CPT4
6171969,"Vaginectomy, partial removal of vaginal wall",2110090,CPT4,57106,"PR REMOVE VAGINA WALL, PARTIAL",68,0.0%,Procedure,CPT4,57106,CPT4
8417729,Excision of vaginal septum,2110097,CPT4,57130,PR EXCIS VAGINAL SEPTUM,68,0.0%,Procedure,CPT4,57130,CPT4
2080530,"Angiography, spinal, selective, radiological supervision and interpretation",2211595,CPT4,75705,PR ANGIO SPINAL SELECTV,68,0.0%,Procedure,CPT4,75705,CPT4
8914522,"","",CPT4,49623,PR RMVL NONINFCT MESH/PROSTH AA/PARASTOMAL HRNA RPR,68,0.0%,"","","",""
2446750,"","",CPT4,3117F,PR HF DISEASE SPECIFIC ASSESSMENT TOOL COMPLETED,68,0.0%,"","","",""
3138332,"","",CPT4,NUR3286,Y IP STANDING ORDER FOR EMERGENCY MEDICATIONS TO MANAGE HYPERSENSITIVITY RS,68,0.0%,"","","",""
4088262,"Abdominal lymphadenectomy, regional, including celiac, gastric, portal, peripancreatic, with or without para-aortic and vena caval nodes (List separately in addition to code for primary procedure)",2108486,CPT4,38747,PR REMOVE ABD LYMPH NODES RAD REGNL,68,0.0%,Procedure,CPT4,38747,CPT4
4267513,"Reduction of volvulus, intussusception, internal hernia, by laparotomy",2109023,CPT4,44050,"PR REDUCE VOLVULUS,INTUSS,INTERN HERNIA",68,0.0%,Procedure,CPT4,44050,CPT4
8606448,"Excision of neuroma; cutaneous nerve, surgically identifiable",2110843,CPT4,64774,PR EXCISE CUTANEOUS NEUROMA,68,0.0%,Procedure,CPT4,64774,CPT4
7390081,"Peritoneal-venous shunt patency test (eg, for LeVeen, Denver shunt)",2211966,CPT4,78291,PR LEVEEN/SHUNT PATENCY EXAM,68,0.0%,Procedure,CPT4,78291,CPT4
4856491,"Computed tomography, maxillofacial area; without contrast material",2211333,CPT4,70486,HC CT MAXILLOFACIAL W/O CONTR,68,0.0%,Procedure,CPT4,70486,CPT4
3641633,"Transesophageal echocardiography for congenital cardiac anomalies; image acquisition, interpretation and report only",2313877,CPT4,93317,PR ECHO TRANSESOPHAG IMAGE ACQUISJ INTERP&REPORT,68,0.0%,Procedure,CPT4,93317,CPT4
6753341,"Epidermal autograft, trunk, arms, legs; first 100 sq cm or less, or 1% of body area of infants and children",2102279,CPT4,15110,PR EPIDRM AUTOGRFT TRNK/ARM/LEG <100SQCM,68,0.0%,Procedure,CPT4,15110,CPT4
7345704,Impression and custom preparation; interim obturator prosthesis,2103072,CPT4,21079,PR PREP FACE/ORAL PROST TEMP OBTURATOR,68,0.0%,Procedure,CPT4,21079,CPT4
1191884,"Arthroscopy, hip, surgical; with synovectomy",2106012,CPT4,29863,"PR HIP SCOPE/REMV BODY,SYNOVECTOMY",68,0.0%,Procedure,CPT4,29863,CPT4
7883890,"Cardiac magnetic resonance imaging for morphology and function without contrast material(s), followed by contrast material(s) and further sequences",2211577,CPT4,75561,HC MRI CARDIAC W/O&W CONTR,68,0.0%,Procedure,CPT4,75561,CPT4
8141602,"Dual-energy X-ray absorptiometry (DXA), bone density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine), including vertebral fracture assessment",46257456,CPT4,77085,HC DXA BONE DENSITY STUDY,68,0.0%,Procedure,CPT4,77085,CPT4
3765159,"Biopsy, soft tissue of pelvis and hip area; deep, subfascial or intramuscular",2104759,CPT4,27041,"PR BX SOFT TISSUES,PELV/HIP,DEEP",68,0.0%,Procedure,CPT4,27041,CPT4
9569270,Backbench preparation of corneal endothelial allograft prior to transplantation (List separately in addition to code for primary procedure),2110945,CPT4,65757,PR PREP CORNEAL ENDOTHEL ALLOGRAFT,68,0.0%,Procedure,CPT4,65757,CPT4
8929238,"Destruction of lesion(s), anus (eg, condyloma, papilloma, molluscum contagiosum, herpetic vesicle), simple; cryosurgery",2109292,CPT4,46916,"PR CRYOSURGERY, ANAL LESION(S)",67,0.0%,Procedure,CPT4,46916,CPT4
1784994,"Bronchoscopy, rigid or flexible, including fluoroscopic guidance, when performed; with placement of bronchial stent(s) (includes tracheal/bronchial dilation as required), initial bronchus",2106605,CPT4,31636,"PR BRONCHOSCOPY, BRONCH STENTS",67,0.0%,Procedure,CPT4,31636,CPT4
5649666,"","",CPT4,ECON10,E-CONSULT PEDI RHEUMATOLOGY - DO NOT ORDER THIS ONE,67,0.0%,"","","",""
1731811,"","",CPT4,49615,PR RPR AA HERNIA RECR 3-10 CM REDUCIBLE,67,0.0%,"","","",""
2925608,"","",CPT4,91318,"PR PFIZER SARS-COV-2, COVID-19 VACC, MRNA-LNP, 3 MCG/0.2 ML, DIL RECON TRIS-SUCRSE, 6MO-4YR",67,0.0%,"","","",""
6762045,Osteotomy; talus,2105649,CPT4,28302,PR OSTEOTOMY TALUS,67,0.0%,Procedure,CPT4,28302,CPT4
1114362,Dilation of anal sphincter (separate procedure) under anesthesia other than local,2109225,CPT4,45905,PR DILATION ANAL SPHINCTER W ANESTH,67,0.0%,Procedure,CPT4,45905,CPT4
8245801,"Electroretinography (ERG) with interpretation and report, pattern (PERG)",927031,CPT4,0509T,HC PATTERN ERG W/I&R,67,0.0%,Procedure,CPT4,0509T,CPT4
7990050,"Endovenous ablation therapy of incompetent vein, extremity, inclusive of all imaging guidance and monitoring, percutaneous, laser; subsequent vein(s) treated in a single extremity, each through separate access sites (List separately in addition to code fo",2108141,CPT4,36479,PR ENDOVEN ABLTJ INCMPTNT VEIN XTR LASER 2ND+ VEINS,67,0.0%,Procedure,CPT4,36479,CPT4
1492871,"Computed tomography, heart, with contrast material, for evaluation of cardiac structure and morphology in the setting of congenital heart disease (including 3D image postprocessing, assessment of LV cardiac function, RV structure and function and evaluati",40757093,CPT4,75573,CHG CT HEART C+ CARDIAC STRUX&MORPH CGEN HRT DS,67,0.0%,Procedure,CPT4,75573,CPT4
1902498,Injection procedure only for mammary ductogram or galactogram,2102661,CPT4,19030,PR INJECT DUCTOGRAM/GALACTOGRAM,67,0.0%,Procedure,CPT4,19030,CPT4
2658559,"Open treatment of Monteggia type of fracture dislocation at elbow (fracture proximal end of ulna with dislocation of radial head), includes internal fixation, when performed",2104015,CPT4,24635,OPEN TX MONTEGGIA FRACTURE DISLOCATION ELBOW,67,0.0%,Procedure,CPT4,24635,CPT4
2074065,"Closed treatment of pelvic ring fracture, dislocation, diastasis or subluxation; without manipulation",2104878,CPT4,27193,PR CLOSED RX PELVIC RING FX/SUBLUX,67,0.0%,Procedure,CPT4,27193,CPT4
9748639,"Bypass graft, with other than vein; femoral-popliteal",2107965,CPT4,35656,"PR BYPASS GRAFT OTHR,FEM-POP",67,0.0%,Procedure,CPT4,35656,CPT4
7998621,Axillary lymphadenectomy; superficial,2108483,CPT4,38740,PR REMOVE ARMPIT LYMPH NODES SUPERFIC,67,0.0%,Procedure,CPT4,38740,CPT4
6739084,"Open treatment of femoral supracondylar or transcondylar fracture without intercondylar extension, includes internal fixation, when performed",2105165,CPT4,27511,OPEN TX FEMORAL SUPRACONDYLAR FRACTURE W/O EXTENSION,67,0.0%,Procedure,CPT4,27511,CPT4
9177144,"Repair atrial septal defect, secundum, with cardiopulmonary bypass, with or without patch",2107271,CPT4,33641,PR REPR ASD W BYPASS,67,0.0%,Procedure,CPT4,33641,CPT4
8055379,Esophageal motility,2211954,CPT4,78258,PR ESOPHAGEAL MOTILITY STUDY,67,0.0%,Procedure,CPT4,78258,CPT4
1817346,"Genetic testing for severe inherited conditions (eg, cystic fibrosis, Ashkenazi Jewish-associated disorders [eg, Bloom syndrome, Canavan disease, Fanconi anemia type C, mucolipidosis type VI, Gaucher disease, Tay-Sachs disease], beta hemoglobinopathies, p",927153,CPT4,81443,HC ATAXIA COMPREHENSIVE EVAL 3PB (ATHENA #6930),67,0.0%,Procedure,CPT4,81443,CPT4
3595535,"Ablation, 1 or more liver tumor(s), percutaneous, cryoablation",46257757,CPT4,47383,PR ABLATION 1/> LIVER TUMOR PERQ CRYOABLATION,67,0.0%,Procedure,CPT4,47383,CPT4
3547368,"Anesthesia for procedures on the integumentary system on the extremities, anterior trunk and perineum; radical or modified radical procedures on breast",2100775,CPT4,00404,"PR ANESTH,SURG BREAST RAD MASTEC",67,0.0%,Procedure,CPT4,00404,CPT4
7956487,"Exploration (not followed by surgical repair), with or without lysis of artery; other vessels",2108018,CPT4,35761,PR EXPLORATION OF ARTERY/VEIN,67,0.0%,Procedure,CPT4,35761,CPT4
5539819,"Laparoscopy, surgical, with ligation of spermatic veins for varicocele",2110020,CPT4,55550,"PR LAP,LIGATION SPERMATIC VEINS",67,0.0%,Procedure,CPT4,55550,CPT4
5855946,"Arthroplasty, patella; with prosthesis",2105086,CPT4,27438,PR ARTHROPLASTY PATELLA WITH IMPLANT,66,0.0%,Procedure,CPT4,27438,CPT4
2297334,"Percutaneous transhepatic portography with hemodynamic evaluation, radiological supervision and interpretation",2211628,CPT4,75885,PR PERCUT XHEPATIC PORTO+DYNAMIC,66,0.0%,Procedure,CPT4,75885,CPT4
8734876,Resection or transplantation of long tendon of biceps,2103698,CPT4,23440,PR REMV/TRANSPLANT LONG BICEPS TENDON,66,0.0%,Procedure,CPT4,23440,CPT4
7716462,"Tenolysis, flexor, foot; single tendon",2105589,CPT4,28220,"PR RELEASE FLEX FOOT TENDON,SINGLE",66,0.0%,Procedure,CPT4,28220,CPT4
4889121,"Laryngoscopy, flexible; with biopsy(ies)",2106528,CPT4,31576,PR LARYNGOSCOPY FLEXIBLE W/BIOPSY(IES),66,0.0%,Procedure,CPT4,31576,CPT4
4927059,"","",CPT4,84702,HC BETA HCG QUANT,66,0.0%,"","","",""
9675026,"","",CPT4,81161,HC DMD GENE DEL/DUP,66,0.0%,"","","",""
4384372,"Transcatheter placement of an intravascular stent(s) (except lower extremity artery(s) for occlusive disease, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or percutaneous, including radiological super",44816356,CPT4,37237,PR OPEN/PERQ PLACEMENT INTRAVASCULAR STENT EA ADDL,66,0.0%,Procedure,CPT4,37237,CPT4
3751564,"Esophagoscopy, flexible, transoral; with endoscopic ultrasound examination",2108880,CPT4,43231,PR ESOPHAGOSCOPY FLEXIBLE TRANSORAL ULTRASOUND EXAM,66,0.0%,Procedure,CPT4,43231,CPT4
4709915,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intra-arterial",2314214,CPT4,96373,"PR INJECTION,THERAP/PROPH/DIAGNOST, INTRA-ARTERIAL",66,0.0%,Procedure,CPT4,96373,CPT4
6132616,Revision of aqueous shunt to extraocular equatorial plate reservoir; without graft,46257632,CPT4,66184,PR REVJ SHUNT EXTRAOCULAR RESERVOIR W/O GRAFT,66,0.0%,Procedure,CPT4,66184,CPT4
3800623,"Ablation therapy for reduction or eradication of 1 or more pulmonary tumor(s) including pleura or chest wall when involved by tumor extension, percutaneous, including imaging guidance when performed, unilateral; cryoablation",725036,CPT4,32994,HC ABLATE PULM TUMOR PERQ CRYBL,65,0.0%,Procedure,CPT4,32994,CPT4
8870690,"Excision of rectal procidentia, with anastomosis; perineal approach",2109162,CPT4,45130,"PR EXCIS RECTAL PROLAPSE,PERINEAL",65,0.0%,Procedure,CPT4,45130,CPT4
2065337,"Backbench standard preparation of living donor renal allograft (open or laparoscopic) prior to transplantation, including dissection and removal of perinephric fat and preparation of ureter(s), renal vein(s), and renal artery(s), ligating branches, as nec",2109581,CPT4,50325,"PR TRANSPLANT,PREP LIVING  RENAL GRAFT",65,0.0%,Procedure,CPT4,50325,CPT4
7183218,"Cystourethroscopy, with ureteral catheterization, with or without irrigation, instillation, or ureteropyelography, exclusive of radiologic service; with brush biopsy of ureter and/or renal pelvis",2109769,CPT4,52007,"PR CYSTOURETHROSCOPY,URETERAL BIOPSY",65,0.0%,Procedure,CPT4,52007,CPT4
7301711,"Laparoscopy, surgical; nephrectomy, including partial ureterectomy",2109617,CPT4,50546,PR NEPHRECTOMY,65,0.0%,Procedure,CPT4,50546,CPT4
1548672,"","",CPT4,81292,HC CANCERNEXT GENE PANEL 3PB,65,0.0%,"","","",""
5837671,"","",CPT4,81380,HC HLA-A HR,65,0.0%,"","","",""
7250846,"Arthroscopy, elbow, surgical; debridement, limited",2105976,CPT4,29837,"PR ELBOW ARTHROSCOP,PART DEBRIDE",65,0.0%,Procedure,CPT4,29837,CPT4
3081495,"Gastrorrhaphy, suture of perforated duodenal or gastric ulcer, wound, or injury",2108998,CPT4,43840,PR REPAIR PERF DUOD/GAST ULC-WND/INJ,65,0.0%,Procedure,CPT4,43840,CPT4
6570781,"Resection, partial or complete, phalangeal base, each toe",2105563,CPT4,28126,"PR RESEC ONE TOE PHALANGEAL BASE,EA",65,0.0%,Procedure,CPT4,28126,CPT4
1403148,Repair nasal septal perforations,2106277,CPT4,30630,PR REPAIR NASAL SEPTUM PERFORATN,65,0.0%,Procedure,CPT4,30630,CPT4
7816278,"Anesthesia for open procedures on bones of lower leg, ankle, and foot; total ankle replacement",2101684,CPT4,01486,"PR ANESTH,ANKLE REPLACEMENT",65,0.0%,Procedure,CPT4,01486,CPT4
2565715,"Small intestinal endoscopy, enteroscopy beyond second portion of duodenum, not including ileum; with ablation of tumor(s), polyp(s), or other lesion(s) not amenable to removal by hot biopsy forceps, bipolar cautery or snare technique",2109094,CPT4,44369,PR ENTEROSCOPY > 2ND PRTN ABLTJ LESION,65,0.0%,Procedure,CPT4,44369,CPT4
2945413,"Transcatheter retrieval, percutaneous, of intravascular foreign body (eg, fractured venous or arterial catheter), includes radiological supervision and interpretation, and imaging guidance (ultrasound or fluoroscopy), when performed",43527930,CPT4,37197,PR PRQ TRANSCATHETER RTRVL INTRVAS FB WITH IMAGING,65,0.0%,Procedure,CPT4,37197,CPT4
2397753,"Magnetic resonance (eg, proton) imaging, spinal canal and contents, thoracic; with contrast material(s)",2211413,CPT4,72147,"PR MRI, DORSAL SPINE CONTRAST",65,0.0%,Procedure,CPT4,72147,CPT4
6358414,"Doppler echocardiography, pulsed wave and/or continuous wave with spectral display (List separately in addition to codes for echocardiographic imaging); complete",2313879,CPT4,93320,HC ECHO DOPPLER COMPL,64,0.0%,Procedure,CPT4,93320,CPT4
9839742,"Initial comprehensive preventive medicine evaluation and management of an individual including an age and gender appropriate history, examination, counseling/anticipatory guidance/risk factor reduction interventions, and the ordering of laboratory/diagnos",2514521,CPT4,99386,HC PREVENTIVE MED NEW 40-64 YRS,64,0.0%,Procedure,CPT4,99386,CPT4
3736570,"","",CPT4,81295,HC CANCERNEXT GENE PANEL 3PB,64,0.0%,"","","",""
8509382,"","",CPT4,3125F,PR ESOPH BX RPRT W/DYSPL INFO (PRSNT/ABSNT/UNKNWN),64,0.0%,"","","",""
7034815,"Arthroscopy, knee, surgical; drilling for intact osteochondritis dissecans lesion with internal fixation",2106041,CPT4,29887,"PR KNEE SCOPE,DRILL OSTE DISS+INT FIX",64,0.0%,Procedure,CPT4,29887,CPT4
9668964,"Arthroscopy, subtalar joint, surgical; with debridement",2106077,CPT4,29906,PR ARTHROSCOPY SUBTALAR JOINT WITH DEBRIDEMENT,64,0.0%,Procedure,CPT4,29906,CPT4
4270586,"Repair, tendon, flexor, foot; secondary with free graft, each tendon (includes obtaining graft)",2105586,CPT4,28202,PR REPAIR/GRAFT FLEX FOOT TENDON,64,0.0%,Procedure,CPT4,28202,CPT4
1945162,"Open treatment of fracture, phalanx or phalanges, other than great toe, includes internal fixation, when performed, each",2105741,CPT4,28525,OPEN TX FRACTURE PHALANX/PHALANGES NOT GREAT TOE,64,0.0%,Procedure,CPT4,28525,CPT4
